Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
CZBILP,106.9,106.9,116.0,0.0,-7.84
HBLD83,1033.0,1033.0,1111.0,0.0,-7.02
PCBLP,100.0,100.0,105.3,0.0,-5.03
ICFCD83,1122.0,1119.0,1368.9,0.27,-18.04
BNL,15101.0,15044.0,22500.0,0.38,-32.88
ADBLD83,1050.5,1046.0,1160.0,0.43,-9.44
TAMOR,439.0,437.0,596.0,0.46,-26.34
CIT,1739.7,1730.8,2200.0,0.51,-20.92
KMCDB,923.0,915.0,1270.0,0.87,-27.32
SWBBL,732.0,724.8,1046.5,0.99,-30.05
GILB,1116.0,1105.0,1441.6,1.0,-22.59
MLBSL,1890.0,1870.0,2569.0,1.07,-26.43
SKBBL,762.5,752.7,999.0,1.3,-23.67
NMB,234.0,231.0,283.0,1.3,-17.31
PRVU,182.3,179.9,250.9,1.33,-27.34
MSHL,811.0,800.1,1135.0,1.36,-28.55
SRBLD83,1055.0,1037.3,1126.0,1.71,-6.31
UNLB,1851.0,1818.4,2829.0,1.79,-34.57
NIMB,190.4,187.0,247.0,1.82,-22.91
NIBD2082,1036.0,1017.0,1170.0,1.87,-11.45
SHLB,1570.0,1540.2,2907.0,1.93,-45.99
NICL,499.0,489.1,1047.0,2.02,-52.34
NMFBS,1110.0,1086.0,1504.0,2.21,-26.2
HEIP,305.0,298.3,447.0,2.25,-31.77
KBSH,1655.0,1618.0,3000.8,2.29,-44.85
SMJC,490.0,479.0,735.0,2.3,-33.33
MLBBL,1315.0,1285.0,2019.0,2.33,-34.87
HLI,363.1,354.8,477.0,2.34,-23.88
HBL,188.5,184.0,261.0,2.45,-27.78
GWFD83,1117.0,1090.0,1464.8,2.48,-23.74
NMLBBL,615.0,600.0,807.0,2.5,-23.79
MKCL,1368.0,1333.0,1900.0,2.63,-28.0
BGWT,770.0,750.0,1241.0,2.67,-37.95
PBLD84,1091.0,1062.1,1150.0,2.72,-5.13
MLBS,1433.0,1395.0,2400.0,2.72,-40.29
CHCL,468.7,456.0,599.6,2.79,-21.83
PCBL,232.3,226.0,290.0,2.79,-19.9
UNL,46300.0,45000.0,50724.0,2.89,-8.72
KBLPO,102.9,100.0,115.0,2.9,-10.52
SWMF,660.2,641.1,868.1,2.98,-23.95
SMPDA,865.0,840.0,1155.0,2.98,-25.11
RURU,659.1,640.0,853.0,2.98,-22.73
