Symbol,Date,Signal,Close
RBBD2088,2025-08-18,Buy,990.5
MMKJL,2025-08-18,Buy,598.56
KMCDB,2025-08-18,Sell,1079.03
KPCL,2025-08-18,Buy,623.73
LEC,2025-08-18,Buy,242.09
SPC,2025-08-18,Buy,552.93
EBLD85,2025-08-18,Buy,1142.0
TAMOR,2025-08-18,Buy,518.68
DOLTI,2025-08-18,Buy,603.56
JBLB,2025-08-18,Buy,1468.63
JBBD87,2025-08-18,Buy,1062.0
ULHC,2025-08-18,Buy,518.44
NHDL,2025-08-18,Buy,733.08
CKHL,2025-08-18,Buy,685.62
UNHPL,2025-08-18,Buy,408.35
BOKD86,2025-08-18,Sell,1030.1
NUBL,2025-08-18,Buy,789.79
EBLEB89,2025-08-18,Sell,1004.5
TTL,2025-08-17,Sell,883.45
GBBD85,2025-08-17,Sell,1037.0
HBLD86,2025-08-17,Sell,1116.2
EBLD86,2025-08-17,Sell,1031.0
UHEWA,2025-08-17,Buy,613.45
ULBSL,2025-08-17,Buy,3631.31
UMRH,2025-08-17,Buy,639.01
EBL,2025-08-17,Buy,719.87
USHL,2025-08-17,Buy,735.15
IHL,2025-08-17,Buy,579.24
PBLD87,2025-08-17,Buy,1050.0
SMPDA,2025-08-17,Sell,989.84
MNBBL,2025-08-17,Buy,457.44
SBLD84,2025-08-14,Sell,1040.0
EBLD86,2025-08-14,Buy,1050.6
UNL,2025-08-14,Buy,47900.0
NBLD85,2025-08-14,Buy,1035.3
EBLD85,2025-08-14,Sell,1115.0
MEHL,2025-08-14,Buy,456.09
WNLB,2025-08-14,Sell,2198.26
EBLD91,2025-08-14,Sell,1000.0
SMFBS,2025-08-13,Sell,1840.25
EBLD91,2025-08-13,Buy,1019.9
SBD87,2025-08-13,Buy,1050.6
MKHC,2025-08-13,Buy,461.13
SIKLES,2025-08-13,Sell,957.96
ULBSL,2025-08-13,Sell,3530.13
NABILD87,2025-08-13,Buy,1075.0
EBLEB89,2025-08-13,Buy,1025.0
NIFRAUR85/86,2025-08-13,Sell,990.0
KBLD86,2025-08-13,Sell,1117.0
GBBD85,2025-08-13,Buy,1053.0
NRM,2025-08-13,Buy,492.15
SAHAS,2025-08-13,Sell,657.84
SANVI,2025-08-13,Sell,713.54
ICFCD88,2025-08-13,Sell,1063.75
NADEP,2025-08-12,Sell,893.96
DLBS,2025-08-12,Sell,1524.24
CITY,2025-08-12,Sell,636.2
NICD83/84,2025-08-12,Sell,1112.64
MFIL,2025-08-12,Sell,690.33
CYCL,2025-08-12,Sell,1778.17
HLBSL,2025-08-12,Sell,1023.59
SMB,2025-08-12,Sell,2354.93
NIFRAGED,2025-08-12,Sell,965.3
MAKAR,2025-08-12,Sell,622.36
NIBD84,2025-08-12,Buy,1040.0
GLBSL,2025-08-12,Sell,2270.35
SHIVM,2025-08-12,Sell,632.79
EBLD85,2025-08-12,Buy,1132.2
LEC,2025-08-12,Sell,229.55
GILB,2025-08-12,Sell,1343.15
ICFCD88,2025-08-12,Buy,1075.0
ICFC,2025-08-12,Sell,669.1
HBLD86,2025-08-12,Buy,1138.96
MEHL,2025-08-12,Sell,447.62
NESDO,2025-08-12,Sell,1725.22
BNL,2025-08-12,Sell,16711.0
SHLB,2025-08-12,Sell,1972.51
GWFD83,2025-08-12,Buy,1224.99
BOKD86KA,2025-08-12,Buy,1151.05
UNLB,2025-08-12,Sell,2297.85
GSY,2025-08-12,Sell,9.41
NRIC,2025-08-11,Buy,1553.4
USLB,2025-08-11,Sell,2246.28
ACLBSL,2025-08-11,Sell,1119.27
LLBS,2025-08-11,Sell,1155.82
KMCDB,2025-08-11,Buy,1107.09
VLBS,2025-08-11,Sell,896.94
NABBC,2025-08-11,Sell,1648.71
EBLD91,2025-08-11,Sell,1006.0
ADBL,2025-08-11,Buy,334.44
SMPDA,2025-08-11,Buy,1036.69
RSY,2025-08-11,Sell,9.33
BHL,2025-08-11,Sell,211.27
MKCL,2025-08-11,Sell,1655.29
AVYAN,2025-08-11,Sell,1116.44
MAKAR,2025-08-11,Buy,638.5
USHL,2025-08-11,Sell,683.38
MLBSL,2025-08-11,Sell,2288.16
MBL,2025-08-11,Sell,255.86
BHDC,2025-08-11,Sell,588.41
MEHL,2025-08-11,Buy,460.33
MLBS,2025-08-11,Sell,1658.67
PMHPL,2025-08-11,Buy,406.76
SLBSL,2025-08-11,Sell,1523.63
MLBBL,2025-08-11,Sell,1585.81
MKJC,2025-08-11,Sell,570.95
NRN,2025-08-11,Sell,2242.63
SHIVM,2025-08-11,Buy,641.34
GSY,2025-08-11,Buy,9.93
GMFBS,2025-08-11,Sell,1645.1
SLBSL,2025-08-07,Buy,1577.91
VLBS,2025-08-07,Buy,925.52
AVYAN,2025-08-07,Buy,1143.08
GBBD85,2025-08-07,Sell,1036.0
CITY,2025-08-07,Buy,943.21
NADEP,2025-08-07,Buy,982.19
ACLBSL,2025-08-07,Buy,1159.23
NIFRAGED,2025-08-07,Buy,989.93
BHL,2025-08-07,Buy,218.01
RSY,2025-08-07,Buy,9.84
ICFCD88,2025-08-07,Sell,1065.0
NBLD85,2025-08-07,Sell,1016.1
ICFC,2025-08-07,Buy,692.22
NRN,2025-08-07,Buy,2305.62
MLBS,2025-08-07,Buy,1759.0
SPL,2025-08-07,Sell,952.22
WNLB,2025-08-06,Buy,2367.2
SMJC,2025-08-06,Sell,608.31
CYCL,2025-08-06,Buy,1944.49
GMFBS,2025-08-06,Buy,1688.69
DLBS,2025-08-06,Buy,1599.25
NESDO,2025-08-06,Buy,1773.88
LLBS,2025-08-06,Buy,1195.97
ADBLD83,2025-08-06,Sell,1105.0
MLBBL,2025-08-06,Buy,1624.53
SHLB,2025-08-06,Buy,2084.52
GILB,2025-08-06,Buy,1379.54
USHL,2025-08-06,Buy,699.51
UNLB,2025-08-06,Buy,2440.33
NFS,2025-08-06,Sell,730.71
GLBSL,2025-08-06,Buy,2371.71
SMB,2025-08-06,Buy,2454.31
MLBSL,2025-08-06,Buy,2336.21
GBBD85,2025-08-06,Buy,1053.0
TSHL,2025-08-06,Sell,847.77
BHDC,2025-08-06,Buy,609.5
HLBSL,2025-08-06,Buy,1053.3
EBLD91,2025-08-06,Buy,1017.0
ICFCD88,2025-08-06,Buy,1080.0
SBIBD86,2025-08-06,Sell,1100.0
BNL,2025-08-06,Buy,17200.0
ULBSL,2025-08-06,Buy,3633.74
UNL,2025-08-06,Sell,46700.0
SMFBS,2025-08-06,Buy,1939.18
LBBL,2025-08-06,Sell,567.87
BOKD86,2025-08-06,Buy,1060.0
SHIVM,2025-08-05,Sell,623.98
NIMBD90,2025-08-05,Buy,1185.5
SGHC,2025-08-05,Sell,431.08
USLB,2025-08-05,Buy,2493.4
FMDBL,2025-08-05,Sell,945.09
SMHL,2025-08-05,Sell,1069.15
MSHL,2025-08-05,Sell,909.0
NBLD82,2025-08-05,Buy,1089.9
CITY,2025-08-05,Sell,927.19
NGPL,2025-08-05,Sell,425.03
UMHL,2025-08-05,Buy,558.03
GSY,2025-08-05,Sell,9.66
BBC,2025-08-05,Sell,5563.45
