Symbol,Date,Signal,Close
PMLI,2025-08-28,Sell,503.0
DDBL,2025-08-28,Sell,892.68
AHPC,2025-08-28,Sell,291.63
SMATA,2025-08-28,Buy,980.92
SGIC,2025-08-28,Sell,563.72
CHDC,2025-08-28,Sell,2584.49
NLICL,2025-08-28,Sell,601.56
NMB,2025-08-28,Sell,250.61
SIFC,2025-08-28,Sell,510.0
RAWA,2025-08-28,Buy,771.83
CIZBD86,2025-08-28,Sell,1117.0
DHPL,2025-08-28,Sell,314.18
MSLB,2025-08-28,Sell,1484.71
TAMOR,2025-08-28,Sell,512.24
ANLB,2025-08-28,Buy,5864.55
MEL,2025-08-28,Sell,298.83
USHEC,2025-08-28,Buy,476.12
PPCL,2025-08-28,Sell,334.83
MEN,2025-08-28,Sell,630.54
GCIL,2025-08-28,Sell,491.53
NWCL,2025-08-28,Sell,884.89
TSHL,2025-08-28,Buy,853.2
AHL,2025-08-28,Buy,655.52
MHNL,2025-08-28,Sell,263.13
OMPL,2025-08-28,Sell,1330.31
MKJC,2025-08-28,Buy,589.21
NLG,2025-08-28,Buy,844.26
PBLD84,2025-08-28,Buy,1100.0
KBLD89,2025-08-28,Sell,1200.0
SADBL,2025-08-28,Sell,431.39
NGPL,2025-08-28,Sell,403.71
KMCDB,2025-08-28,Sell,1067.76
SONA,2025-08-28,Sell,453.62
ENL,2025-08-28,Sell,1056.72
NIMBD90,2025-08-28,Sell,1160.0
ULBSL,2025-08-28,Sell,3590.28
RSDC,2025-08-28,Sell,689.88
JBBL,2025-08-28,Sell,336.45
SHPC,2025-08-28,Sell,562.37
SALICO,2025-08-28,Buy,699.88
GBBL,2025-08-27,Buy,439.68
NWCL,2025-08-27,Buy,909.1
MNBBL,2025-08-27,Buy,460.75
SIFC,2025-08-27,Buy,523.84
SHEL,2025-08-27,Buy,317.24
ULBSL,2025-08-27,Buy,3622.98
OMPL,2025-08-27,Buy,1370.79
SHPC,2025-08-27,Buy,576.3
NIBD84,2025-08-27,Buy,1040.0
CYCL,2025-08-27,Sell,1781.17
EDBL,2025-08-27,Buy,646.66
SJLIC,2025-08-27,Buy,444.39
NGPL,2025-08-27,Buy,411.6
DDBL,2025-08-27,Buy,913.26
NICL,2025-08-27,Buy,617.7
NIL,2025-08-27,Buy,711.0
UNHPL,2025-08-27,Buy,403.69
SHIVM,2025-08-27,Buy,634.8
AKPL,2025-08-27,Buy,268.64
AHPC,2025-08-27,Buy,298.47
NLIC,2025-08-27,Buy,793.03
FMDBL,2025-08-27,Buy,897.97
NMB,2025-08-27,Buy,253.27
SHINE,2025-08-27,Buy,441.54
SPIL,2025-08-27,Buy,820.21
NMBHF2,2025-08-27,Buy,9.02
UHEWA,2025-08-27,Buy,606.15
DHPL,2025-08-27,Buy,318.84
ENL,2025-08-27,Buy,1069.3
NIFRA,2025-08-27,Buy,288.0
NLICL,2025-08-27,Buy,615.65
API,2025-08-27,Buy,298.89
MLBL,2025-08-27,Buy,409.21
JBBL,2025-08-27,Buy,347.68
SLBSL,2025-08-27,Sell,1523.75
ANLB,2025-08-27,Sell,5777.51
LBBL,2025-08-27,Buy,577.1
KSBBL,2025-08-27,Buy,546.57
RNLI,2025-08-27,Buy,489.23
KMCDB,2025-08-27,Buy,1097.92
RSDC,2025-08-27,Buy,708.62
GVL,2025-08-27,Buy,581.47
SADBL,2025-08-27,Buy,448.75
SPDL,2025-08-27,Buy,412.37
BBC,2025-08-27,Buy,5463.75
CHDC,2025-08-27,Buy,2640.4
SAHAS,2025-08-27,Buy,660.54
SONA,2025-08-27,Buy,464.45
