Symbol,Date,Signal,Close
NYADI,2025-08-24,Sell,426.82
MHNL,2025-08-24,Sell,266.27
ULHC,2025-08-24,Sell,484.25
TSHL,2025-08-24,Sell,811.83
SANVI,2025-08-24,Sell,700.6
NIFRAGED,2025-08-24,Buy,999.6
LSL,2025-08-24,Sell,233.3
NIFRAUR85/86,2025-08-24,Buy,1009.8
AHL,2025-08-24,Sell,633.61
PBLD87,2025-08-24,Sell,1042.0
MBLEF,2025-08-24,Sell,8.92
NMBD87/88,2025-08-24,Sell,1055.0
MEN,2025-08-24,Sell,627.65
KBLPO,2025-08-24,Sell,109.0
RHPL,2025-08-24,Sell,309.22
IHL,2025-08-24,Sell,569.3
SHL,2025-08-24,Sell,558.48
GWFD83,2025-08-24,Sell,1195.6
EBLD86,2025-08-24,Buy,1050.0
CBBL,2025-08-24,Buy,1060.93
PBLD86,2025-08-24,Buy,1141.5
DHPL,2025-08-24,Sell,311.74
DOLTI,2025-08-24,Sell,580.2
MMKJL,2025-08-21,Sell,581.74
UNHPL,2025-08-21,Sell,387.1
BOKD86,2025-08-21,Buy,1052.0
ADBL,2025-08-21,Sell,329.26
MSLB,2025-08-21,Sell,1527.69
TRH,2025-08-21,Buy,956.83
NBLD82,2025-08-21,Sell,1046.7
TSHL,2025-08-21,Buy,838.39
BHPL,2025-08-21,Sell,785.71
RHPL,2025-08-21,Buy,321.43
UHEWA,2025-08-21,Sell,596.81
UNL,2025-08-21,Sell,47200.0
MKHC,2025-08-21,Sell,445.94
UMRH,2025-08-21,Sell,622.19
SPIL,2025-08-21,Buy,824.06
MSHL,2025-08-21,Buy,899.34
SLBSL,2025-08-21,Buy,1573.13
NIFRAGED,2025-08-21,Sell,974.8
MND84/85,2025-08-21,Buy,1080.0
PMHPL,2025-08-21,Sell,396.08
MNBBL,2025-08-21,Sell,445.17
ULBSL,2025-08-21,Sell,3574.3
TAMOR,2025-08-21,Sell,509.67
GBILD86/87,2025-08-21,Buy,1050.0
MCHL,2025-08-21,Sell,531.25
ALBSL,2025-08-20,Sell,984.55
KPCL,2025-08-20,Sell,598.83
LSL,2025-08-20,Buy,236.7
RBBD83,2025-08-20,Buy,1065.0
BNHC,2025-08-20,Sell,527.92
AHPC,2025-08-20,Sell,296.1
RURU,2025-08-20,Sell,742.18
SAND2085,2025-08-20,Sell,1100.0
HATHY,2025-08-20,Buy,1247.09
SBLD84,2025-08-20,Buy,1077.0
SHL,2025-08-20,Buy,571.9
GBBD85,2025-08-20,Buy,1052.33
CGH,2025-08-20,Buy,1054.3
SPC,2025-08-20,Sell,534.49
CKHL,2025-08-20,Sell,667.29
SANVI,2025-08-20,Buy,722.74
CIZBD90,2025-08-20,Sell,1146.6
NYADI,2025-08-20,Buy,437.87
UMHL,2025-08-20,Sell,570.79
NBLD82,2025-08-20,Buy,1089.0
MEHL,2025-08-20,Sell,451.62
MBLEF,2025-08-20,Buy,9.31
NABILD87,2025-08-20,Sell,1055.0
DHPL,2025-08-19,Buy,319.85
NBLD82,2025-08-19,Sell,1072.0
SMH,2025-08-19,Buy,878.45
NIFRAGED,2025-08-19,Buy,994.5
HDL,2025-08-19,Buy,1394.92
MEN,2025-08-19,Buy,639.91
SBID89,2025-08-19,Sell,1070.3
MCHL,2025-08-19,Buy,543.52
AHPC,2025-08-19,Buy,300.16
PURE,2025-08-19,Buy,925.61
ICFCD88,2025-08-19,Buy,1084.0
BNHC,2025-08-19,Buy,532.58
AHL,2025-08-19,Buy,650.68
GBILD84/85,2025-08-19,Buy,1172.2
RURU,2025-08-19,Buy,754.55
MHNL,2025-08-19,Buy,271.84
BHPL,2025-08-19,Buy,810.37
NHDL,2025-08-18,Buy,733.08
TAMOR,2025-08-18,Buy,518.68
BOKD86,2025-08-18,Sell,1030.1
EBLD85,2025-08-18,Buy,1142.0
UNHPL,2025-08-18,Buy,408.35
JBBD87,2025-08-18,Buy,1062.0
DOLTI,2025-08-18,Buy,603.56
JBLB,2025-08-18,Buy,1468.63
RBBD2088,2025-08-18,Buy,990.5
MMKJL,2025-08-18,Buy,598.56
KMCDB,2025-08-18,Sell,1079.03
SPC,2025-08-18,Buy,552.93
KPCL,2025-08-18,Buy,623.73
NUBL,2025-08-18,Buy,789.79
ULHC,2025-08-18,Buy,518.44
LEC,2025-08-18,Buy,242.09
CKHL,2025-08-18,Buy,685.62
EBLEB89,2025-08-18,Sell,1004.5
GBBD85,2025-08-17,Sell,1037.0
TTL,2025-08-17,Sell,883.45
MNBBL,2025-08-17,Buy,457.44
HBLD86,2025-08-17,Sell,1116.2
UMRH,2025-08-17,Buy,639.01
ULBSL,2025-08-17,Buy,3631.31
USHL,2025-08-17,Buy,735.15
EBLD86,2025-08-17,Sell,1031.0
EBL,2025-08-17,Buy,719.87
IHL,2025-08-17,Buy,579.24
UHEWA,2025-08-17,Buy,613.45
SMPDA,2025-08-17,Sell,989.84
PBLD87,2025-08-17,Buy,1050.0
EBLD91,2025-08-14,Sell,1000.0
NBLD85,2025-08-14,Buy,1035.3
EBLD86,2025-08-14,Buy,1050.6
EBLD85,2025-08-14,Sell,1115.0
WNLB,2025-08-14,Sell,2198.26
MEHL,2025-08-14,Buy,456.09
UNL,2025-08-14,Buy,47900.0
SBLD84,2025-08-14,Sell,1040.0
NIFRAUR85/86,2025-08-13,Sell,990.0
SBD87,2025-08-13,Buy,1050.6
EBLEB89,2025-08-13,Buy,1025.0
MKHC,2025-08-13,Buy,461.13
ULBSL,2025-08-13,Sell,3530.13
SIKLES,2025-08-13,Sell,957.96
GBBD85,2025-08-13,Buy,1053.0
SANVI,2025-08-13,Sell,713.54
KBLD86,2025-08-13,Sell,1117.0
NRM,2025-08-13,Buy,492.15
SMFBS,2025-08-13,Sell,1840.25
SAHAS,2025-08-13,Sell,657.84
NABILD87,2025-08-13,Buy,1075.0
ICFCD88,2025-08-13,Sell,1063.75
EBLD91,2025-08-13,Buy,1019.9
EBLD85,2025-08-12,Buy,1132.2
BOKD86KA,2025-08-12,Buy,1151.05
MEHL,2025-08-12,Sell,447.62
ICFC,2025-08-12,Sell,669.1
DLBS,2025-08-12,Sell,1524.24
CITY,2025-08-12,Sell,636.2
CYCL,2025-08-12,Sell,1778.17
LEC,2025-08-12,Sell,229.55
MAKAR,2025-08-12,Sell,622.36
ICFCD88,2025-08-12,Buy,1075.0
HLBSL,2025-08-12,Sell,1023.59
SMB,2025-08-12,Sell,2354.93
SHLB,2025-08-12,Sell,1972.51
GLBSL,2025-08-12,Sell,2270.35
GILB,2025-08-12,Sell,1343.15
UNLB,2025-08-12,Sell,2297.85
SHIVM,2025-08-12,Sell,632.79
GSY,2025-08-12,Sell,9.41
BNL,2025-08-12,Sell,16711.0
NIBD84,2025-08-12,Buy,1040.0
GWFD83,2025-08-12,Buy,1224.99
NIFRAGED,2025-08-12,Sell,965.3
HBLD86,2025-08-12,Buy,1138.96
NESDO,2025-08-12,Sell,1725.22
NICD83/84,2025-08-12,Sell,1112.64
MFIL,2025-08-12,Sell,690.33
NADEP,2025-08-12,Sell,893.96
BHDC,2025-08-11,Sell,588.41
BHL,2025-08-11,Sell,211.27
USHL,2025-08-11,Sell,683.38
SMPDA,2025-08-11,Buy,1036.69
PMHPL,2025-08-11,Buy,406.76
NABBC,2025-08-11,Sell,1648.71
ACLBSL,2025-08-11,Sell,1119.27
MLBSL,2025-08-11,Sell,2288.16
MLBS,2025-08-11,Sell,1658.67
MLBBL,2025-08-11,Sell,1585.81
MKJC,2025-08-11,Sell,570.95
MKCL,2025-08-11,Sell,1655.29
ADBL,2025-08-11,Buy,334.44
MEHL,2025-08-11,Buy,460.33
NRIC,2025-08-11,Buy,1553.4
MBL,2025-08-11,Sell,255.86
NRN,2025-08-11,Sell,2242.63
VLBS,2025-08-11,Sell,896.94
LLBS,2025-08-11,Sell,1155.82
MAKAR,2025-08-11,Buy,638.5
KMCDB,2025-08-11,Buy,1107.09
RSY,2025-08-11,Sell,9.33
EBLD91,2025-08-11,Sell,1006.0
SLBSL,2025-08-11,Sell,1523.63
SHIVM,2025-08-11,Buy,641.34
USLB,2025-08-11,Sell,2246.28
GSY,2025-08-11,Buy,9.93
GMFBS,2025-08-11,Sell,1645.1
AVYAN,2025-08-11,Sell,1116.44
RSY,2025-08-07,Buy,9.84
AVYAN,2025-08-07,Buy,1143.08
NRN,2025-08-07,Buy,2305.62
BHL,2025-08-07,Buy,218.01
NIFRAGED,2025-08-07,Buy,989.93
ICFC,2025-08-07,Buy,692.22
GBBD85,2025-08-07,Sell,1036.0
MLBS,2025-08-07,Buy,1759.0
SLBSL,2025-08-07,Buy,1577.91
ICFCD88,2025-08-07,Sell,1065.0
SPL,2025-08-07,Sell,952.22
NBLD85,2025-08-07,Sell,1016.1
CITY,2025-08-07,Buy,943.21
NADEP,2025-08-07,Buy,982.19
ACLBSL,2025-08-07,Buy,1159.23
VLBS,2025-08-07,Buy,925.52
CYCL,2025-08-06,Buy,1944.49
ADBLD83,2025-08-06,Sell,1105.0
EBLD91,2025-08-06,Buy,1017.0
MLBSL,2025-08-06,Buy,2336.21
SMB,2025-08-06,Buy,2454.31
MLBBL,2025-08-06,Buy,1624.53
GBBD85,2025-08-06,Buy,1053.0
SHLB,2025-08-06,Buy,2084.52
GILB,2025-08-06,Buy,1379.54
GLBSL,2025-08-06,Buy,2371.71
UNL,2025-08-06,Sell,46700.0
ULBSL,2025-08-06,Buy,3633.74
BHDC,2025-08-06,Buy,609.5
NESDO,2025-08-06,Buy,1773.88
SBIBD86,2025-08-06,Sell,1100.0
LLBS,2025-08-06,Buy,1195.97
HLBSL,2025-08-06,Buy,1053.3
TSHL,2025-08-06,Sell,847.77
USHL,2025-08-06,Buy,699.51
LBBL,2025-08-06,Sell,567.87
ICFCD88,2025-08-06,Buy,1080.0
BNL,2025-08-06,Buy,17200.0
UNLB,2025-08-06,Buy,2440.33
BOKD86,2025-08-06,Buy,1060.0
NFS,2025-08-06,Sell,730.71
GMFBS,2025-08-06,Buy,1688.69
WNLB,2025-08-06,Buy,2367.2
SMFBS,2025-08-06,Buy,1939.18
DLBS,2025-08-06,Buy,1599.25
SMJC,2025-08-06,Sell,608.31
NBLD85,2025-08-05,Buy,1045.0
SGHC,2025-08-05,Sell,431.08
STC,2025-08-05,Sell,5405.36
MBL,2025-08-05,Buy,260.27
USLB,2025-08-05,Buy,2493.4
BBC,2025-08-05,Sell,5563.45
