Symbol,Date,Signal,Close
MNBBL,2025-12-22,Sell,344.0
SAPDBL,2025-12-22,Sell,805.0
MDB,2025-12-22,Sell,563.5
SINDU,2025-12-22,Sell,707.2
MBL,2025-12-22,Sell,215.0
NHDL,2025-12-22,Sell,674.0
SPDL,2025-12-22,Buy,416.8
HPPL,2025-12-22,Buy,481.8
LEC,2025-12-22,Buy,195.0
AKJCL,2025-12-22,Sell,184.0
GBIME,2025-12-22,Sell,224.5
MLBL,2025-12-22,Sell,359.0
TRH,2025-12-22,Sell,699.0
BPCL,2025-12-22,Sell,710.0
CGH,2025-12-22,Sell,882.2
CHCL,2025-12-21,Sell,490.9
JBBL,2025-12-21,Sell,316.1
GUFL,2025-12-21,Sell,495.0
UMHL,2025-12-21,Sell,567.0
GBBL,2025-12-21,Sell,376.7
NLIC,2025-12-21,Sell,817.5
SHPC,2025-12-21,Sell,523.9
SHL,2025-12-21,Sell,486.0
LICN,2025-12-21,Sell,890.7
AKPL,2025-12-21,Sell,241.0
KBL,2025-12-21,Sell,178.4
SBI,2025-12-21,Sell,389.0
LEC,2025-12-21,Sell,194.0
GRDBL,2025-12-21,Sell,1102.0
AKJCL,2025-12-21,Buy,186.9
SANIMA,2025-12-21,Sell,309.0
MHNL,2025-12-18,Sell,246.7
AHPC,2025-12-18,Sell,278.6
NICA,2025-12-18,Sell,317.0
GRDBL,2025-12-18,Buy,1180.0
NLICL,2025-12-18,Sell,607.0
GFCL,2025-12-18,Sell,581.2
GMFIL,2025-12-18,Sell,465.0
SINDU,2025-12-18,Buy,798.0
PROFL,2025-12-18,Sell,454.0
KPCL,2025-12-18,Sell,543.3
KSBBL,2025-12-18,Sell,430.0
SAPDBL,2025-12-18,Buy,850.0
LEC,2025-12-18,Buy,195.0
RADHI,2025-12-18,Buy,748.0
ALICL,2025-12-18,Sell,464.8
PFL,2025-12-18,Sell,371.0
MBL,2025-12-18,Buy,218.6
PROFL,2025-12-17,Buy,465.0
SPC,2025-12-17,Buy,506.0
SANIMA,2025-12-17,Buy,313.0
ALICL,2025-12-17,Buy,469.5
NLIC,2025-12-17,Buy,835.0
PFL,2025-12-17,Buy,377.0
GUFL,2025-12-17,Buy,508.9
BPCL,2025-12-17,Buy,719.3
GBBL,2025-12-17,Buy,382.0
AHPC,2025-12-17,Buy,281.5
UNHPL,2025-12-17,Buy,504.9
KPCL,2025-12-17,Buy,550.0
UMHL,2025-12-17,Buy,569.9
MDB,2025-12-17,Buy,577.0
SHPC,2025-12-16,Buy,529.6
LBBL,2025-12-16,Buy,471.9
NLICL,2025-12-16,Buy,615.9
GFCL,2025-12-16,Buy,592.5
AKPL,2025-12-16,Buy,245.0
SHL,2025-12-16,Buy,495.0
NMB,2025-12-16,Buy,252.1
JBBL,2025-12-16,Buy,326.0
KSBBL,2025-12-16,Buy,433.2
CGH,2025-12-16,Buy,905.0
CHCL,2025-12-16,Buy,495.0
MLBL,2025-12-16,Buy,384.9
API,2025-12-16,Buy,288.4
MBL,2025-12-16,Sell,215.1
MNBBL,2025-12-16,Buy,351.6
KBL,2025-12-16,Buy,183.0
TRH,2025-12-16,Buy,709.0
MPFL,2025-12-16,Buy,563.0
GBIME,2025-12-15,Buy,226.7
PCBL,2025-12-15,Buy,249.0
UMHL,2025-12-15,Sell,567.0
NICA,2025-12-15,Buy,328.0
MBL,2025-12-15,Buy,218.0
MHNL,2025-12-15,Buy,249.9
NHDL,2025-12-15,Buy,704.9
EBL,2025-12-14,Buy,645.1
SJCL,2025-12-14,Sell,288.0
CGH,2025-12-14,Sell,871.1
SINDU,2025-12-14,Sell,715.0
UPCL,2025-12-14,Sell,366.5
NGPL,2025-12-14,Sell,394.2
RHPL,2025-12-14,Sell,273.1
SIFC,2025-12-14,Sell,490.0
SBI,2025-12-14,Buy,401.0
BFC,2025-12-11,Sell,468.0
GRDBL,2025-12-11,Sell,1139.0
NHDL,2025-12-11,Sell,691.0
CORBL,2025-12-11,Sell,1673.0
UMRH,2025-12-11,Sell,563.0
LEC,2025-12-11,Sell,194.1
MPFL,2025-12-10,Sell,547.5
PPCL,2025-12-10,Buy,340.0
RLFL,2025-12-10,Sell,428.0
SPC,2025-12-10,Sell,485.0
SHPC,2025-12-10,Sell,523.2
NHDL,2025-12-10,Buy,699.0
GFCL,2025-12-10,Sell,580.0
UMRH,2025-12-10,Buy,570.0
CORBL,2025-12-09,Buy,1732.9
NMB,2025-12-09,Sell,247.3
CGH,2025-12-09,Buy,885.0
