Symbol,Date,Signal,Close
BOKD86,2025-08-18,Sell,1030.1
KMCDB,2025-08-18,Sell,1079.03
KPCL,2025-08-18,Buy,623.73
CKHL,2025-08-18,Buy,685.62
JBBD87,2025-08-18,Buy,1062.0
DOLTI,2025-08-18,Buy,603.56
MMKJL,2025-08-18,Buy,598.56
ULHC,2025-08-18,Buy,518.44
TAMOR,2025-08-18,Buy,518.68
JBLB,2025-08-18,Buy,1468.63
EBLEB89,2025-08-18,Sell,1004.5
NUBL,2025-08-18,Buy,789.79
RBBD2088,2025-08-18,Buy,990.5
SPC,2025-08-18,Buy,552.93
LEC,2025-08-18,Buy,242.09
UNHPL,2025-08-18,Buy,408.35
EBLD85,2025-08-18,Buy,1142.0
NHDL,2025-08-18,Buy,733.08
MNBBL,2025-08-17,Buy,457.44
GBBD85,2025-08-17,Sell,1037.0
EBLD86,2025-08-17,Sell,1031.0
UHEWA,2025-08-17,Buy,613.45
UMRH,2025-08-17,Buy,639.01
TTL,2025-08-17,Sell,883.45
SMPDA,2025-08-17,Sell,989.84
HBLD86,2025-08-17,Sell,1116.2
USHL,2025-08-17,Buy,735.15
EBL,2025-08-17,Buy,719.87
PBLD87,2025-08-17,Buy,1050.0
ULBSL,2025-08-17,Buy,3631.31
IHL,2025-08-17,Buy,579.24
EBLD91,2025-08-14,Sell,1000.0
EBLD85,2025-08-14,Sell,1115.0
EBLD86,2025-08-14,Buy,1050.6
WNLB,2025-08-14,Sell,2198.26
SBLD84,2025-08-14,Sell,1040.0
MEHL,2025-08-14,Buy,456.09
UNL,2025-08-14,Buy,47900.0
NBLD85,2025-08-14,Buy,1035.3
SBD87,2025-08-13,Buy,1050.6
ICFCD88,2025-08-13,Sell,1063.75
ULBSL,2025-08-13,Sell,3530.13
NIFRAUR85/86,2025-08-13,Sell,990.0
MKHC,2025-08-13,Buy,461.13
NRM,2025-08-13,Buy,492.15
SAHAS,2025-08-13,Sell,657.84
NABILD87,2025-08-13,Buy,1075.0
KBLD86,2025-08-13,Sell,1117.0
SANVI,2025-08-13,Sell,713.54
EBLD91,2025-08-13,Buy,1019.9
GBBD85,2025-08-13,Buy,1053.0
SIKLES,2025-08-13,Sell,957.96
EBLEB89,2025-08-13,Buy,1025.0
SMFBS,2025-08-13,Sell,1840.25
MEHL,2025-08-12,Sell,447.62
MFIL,2025-08-12,Sell,690.33
LEC,2025-08-12,Sell,229.55
GILB,2025-08-12,Sell,1343.15
UNLB,2025-08-12,Sell,2297.85
GLBSL,2025-08-12,Sell,2270.35
CITY,2025-08-12,Sell,636.2
NIFRAGED,2025-08-12,Sell,965.3
NICD83/84,2025-08-12,Sell,1112.64
NADEP,2025-08-12,Sell,893.96
MAKAR,2025-08-12,Sell,622.36
HLBSL,2025-08-12,Sell,1023.59
NESDO,2025-08-12,Sell,1725.22
HBLD86,2025-08-12,Buy,1138.96
DLBS,2025-08-12,Sell,1524.24
ICFC,2025-08-12,Sell,669.1
SMB,2025-08-12,Sell,2354.93
CYCL,2025-08-12,Sell,1778.17
BNL,2025-08-12,Sell,16711.0
ICFCD88,2025-08-12,Buy,1075.0
GWFD83,2025-08-12,Buy,1224.99
NIBD84,2025-08-12,Buy,1040.0
SHIVM,2025-08-12,Sell,632.79
BOKD86KA,2025-08-12,Buy,1151.05
GSY,2025-08-12,Sell,9.41
SHLB,2025-08-12,Sell,1972.51
EBLD85,2025-08-12,Buy,1132.2
AVYAN,2025-08-11,Sell,1116.44
MEHL,2025-08-11,Buy,460.33
RSY,2025-08-11,Sell,9.33
GMFBS,2025-08-11,Sell,1645.1
USLB,2025-08-11,Sell,2246.28
BHL,2025-08-11,Sell,211.27
NABBC,2025-08-11,Sell,1648.71
USHL,2025-08-11,Sell,683.38
NRN,2025-08-11,Sell,2242.63
MLBS,2025-08-11,Sell,1658.67
MLBSL,2025-08-11,Sell,2288.16
SMPDA,2025-08-11,Buy,1036.69
MKCL,2025-08-11,Sell,1655.29
GSY,2025-08-11,Buy,9.93
NRIC,2025-08-11,Buy,1553.4
SLBSL,2025-08-11,Sell,1523.63
KMCDB,2025-08-11,Buy,1107.09
MKJC,2025-08-11,Sell,570.95
VLBS,2025-08-11,Sell,896.94
MLBBL,2025-08-11,Sell,1585.81
BHDC,2025-08-11,Sell,588.41
MBL,2025-08-11,Sell,255.86
SHIVM,2025-08-11,Buy,641.34
ADBL,2025-08-11,Buy,334.44
EBLD91,2025-08-11,Sell,1006.0
MAKAR,2025-08-11,Buy,638.5
LLBS,2025-08-11,Sell,1155.82
