Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Signal
ACLBSL,2025-12-21,930.0,930.0,910.0,0.0,-100.0,3201.0,
ACLBSL,2025-08-11,,,,1119.27,,,Sell
ACLBSL,2025-08-07,,,,1159.23,,,Buy
ACLBSL,2025-08-03,,,,1118.47,,,Sell
ACLBSL,2025-06-30,,,,1035.0,,,Buy
ACLBSL,2025-06-19,,,,1025.93,,,Sell
ACLBSL,2025-06-17,,,,1057.85,,,Buy
ACLBSL,2025-06-03,,,,1049.88,,,Sell
ACLBSL,2025-05-19,,,,1036.2,,,Buy
ACLBSL,2025-05-14,,,,1025.71,,,Sell
ACLBSL,2025-05-08,,,,1046.02,,,Buy
ACLBSL,2025-04-23,,,,1060.0,,,Sell
ACLBSL,2025-04-17,,,,1079.0,,,Buy
ACLBSL,2025-04-03,,,,1080.24,,,Sell
ACLBSL,2025-03-30,,,,1105.0,,,Buy
ACLBSL,2025-03-04,,,,1166.0,,,Sell
ACLBSL,2025-01-21,,,,1024.9,,,Buy
ACLBSL,2025-01-13,,,,1021.2,,,Sell
ACLBSL,2025-01-02,,,,1025.0,,,Buy
ACLBSL,2024-12-04,,,,1124.0,,,Sell
ADBL,2025-12-21,290.0,291.0,287.2,0.0,-100.0,27646.0,
ADBL,2025-08-21,,,,329.26,,,Sell
ADBL,2025-08-11,,,,334.44,,,Buy
ADBL,2025-08-03,,,,326.37,,,Sell
ADBL,2025-06-29,,,,286.67,,,Buy
ADBL,2025-06-04,,,,290.21,,,Sell
ADBL,2025-05-21,,,,289.29,,,Buy
ADBL,2025-05-14,,,,281.08,,,Sell
ADBL,2025-05-07,,,,286.33,,,Buy
ADBL,2025-04-21,,,,287.56,,,Sell
ADBL,2025-04-17,,,,291.96,,,Buy
ADBL,2025-04-10,,,,287.85,,,Sell
ADBL,2025-04-01,,,,288.99,,,Buy
ADBL,2025-03-09,,,,297.0,,,Sell
ADBL,2025-02-27,,,,303.0,,,Buy
ADBL,2025-02-24,,,,293.9,,,Sell
ADBL,2025-02-17,,,,295.0,,,Buy
ADBL,2025-02-11,,,,291.8,,,Sell
ADBL,2025-02-02,,,,294.9,,,Buy
ADBL,2024-12-31,,,,314.0,,,Sell
ADBL,2024-12-26,,,,333.8,,,Buy
AHL,2025-12-21,565.0,570.0,556.0,0.0,-100.0,9937.0,
AHL,2025-08-28,,,,655.52,,,Buy
AHL,2025-08-24,,,,633.61,,,Sell
AHL,2025-08-19,,,,650.68,,,Buy
AHL,2025-08-04,,,,643.33,,,Sell
AHL,2025-07-17,,,,640.65,,,Buy
AHL,2025-07-14,,,,595.4,,,Sell
AHL,2025-07-09,,,,628.37,,,Buy
AHL,2025-07-07,,,,604.66,,,Sell
AHL,2025-06-30,,,,609.83,,,Buy
AHL,2025-04-27,,,,709.2,,,Sell
AHL,2025-04-20,,,,734.25,,,Buy
AHL,2025-04-07,,,,720.54,,,Sell
AHL,2025-03-30,,,,738.1,,,Buy
AHL,2025-03-25,,,,719.98,,,Sell
AHL,2025-03-24,,,,745.47,,,Buy
AHL,2025-02-23,,,,818.0,,,Sell
AHL,2025-02-12,,,,837.0,,,Buy
AHL,2025-02-10,,,,810.0,,,Sell
AHL,2025-01-05,,,,730.9,,,Buy
AHL,2024-12-31,,,,694.0,,,Sell
AHL,2024-12-23,,,,734.0,,,Buy
AHL,2024-12-16,,,,705.0,,,Sell
AHL,2024-12-11,,,,737.0,,,Buy
AHL,2024-12-10,,,,716.0,,,Sell
AHL,2024-11-26,,,,710.0,,,Buy
AHL,2024-11-21,,,,691.0,,,Sell
AHPC,2025-12-21,278.0,278.9,275.8,0.0,-100.0,55253.0,
AHPC,2025-08-28,,,,291.63,,,Sell
AHPC,2025-08-27,,,,298.47,,,Buy
AHPC,2025-08-20,,,,296.1,,,Sell
AHPC,2025-08-19,,,,300.16,,,Buy
AHPC,2025-08-03,,,,300.56,,,Sell
AHPC,2025-07-15,,,,290.35,,,Buy
AHPC,2025-06-18,,,,296.76,,,Sell
AHPC,2025-05-28,,,,290.73,,,Buy
AHPC,2025-05-14,,,,284.73,,,Sell
AHPC,2025-04-15,,,,259.29,,,Buy
AHPC,2025-04-01,,,,252.49,,,Sell
AHPC,2025-03-30,,,,258.05,,,Buy
AHPC,2025-03-09,,,,267.0,,,Sell
AHPC,2025-02-27,,,,268.1,,,Buy
AHPC,2025-02-18,,,,263.0,,,Sell
AHPC,2025-02-17,,,,265.0,,,Buy
AHPC,2025-02-10,,,,262.5,,,Sell
AHPC,2025-01-21,,,,252.0,,,Buy
AHPC,2025-01-13,,,,248.8,,,Sell
AHPC,2025-01-06,,,,258.0,,,Buy
AHPC,2024-12-01,,,,278.0,,,Sell
AHPC,2024-11-27,,,,290.0,,,Buy
AHPC,2024-11-20,,,,280.0,,,Sell
AKJCL,2025-12-21,182.0,187.9,180.4,0.0,-100.0,118955.0,
AKJCL,2025-07-31,,,,215.36,,,Sell
AKJCL,2025-07-17,,,,216.61,,,Buy
AKJCL,2025-07-02,,,,210.63,,,Sell
AKJCL,2025-07-01,,,,211.53,,,Buy
AKJCL,2025-06-26,,,,210.93,,,Sell
AKJCL,2025-06-10,,,,209.24,,,Buy
AKJCL,2025-05-14,,,,206.59,,,Sell
AKJCL,2025-04-28,,,,206.88,,,Buy
AKJCL,2025-04-24,,,,204.27,,,Sell
AKJCL,2025-04-16,,,,207.68,,,Buy
AKJCL,2025-04-02,,,,204.72,,,Sell
AKJCL,2025-03-30,,,,207.03,,,Buy
AKJCL,2025-03-11,,,,207.9,,,Sell
AKJCL,2025-02-27,,,,217.9,,,Buy
AKJCL,2025-02-20,,,,202.9,,,Sell
AKJCL,2025-02-02,,,,205.0,,,Buy
AKJCL,2025-01-23,,,,196.0,,,Sell
AKJCL,2025-01-22,,,,199.5,,,Buy
AKJCL,2025-01-13,,,,196.5,,,Sell
AKJCL,2025-01-06,,,,204.0,,,Buy
AKJCL,2024-12-09,,,,212.0,,,Sell
AKJCL,2024-12-03,,,,213.0,,,Buy
AKJCL,2024-11-28,,,,211.0,,,Sell
AKJCL,2024-11-27,,,,213.0,,,Buy
AKJCL,2024-11-13,,,,210.0,,,Sell
AKPL,2025-12-21,241.2,243.5,240.5,0.0,-100.0,77722.0,
AKPL,2025-08-27,,,,268.64,,,Buy
AKPL,2025-07-31,,,,274.78,,,Sell
AKPL,2025-07-15,,,,261.98,,,Buy
AKPL,2025-07-03,,,,261.41,,,Sell
AKPL,2025-07-01,,,,267.08,,,Buy
AKPL,2025-06-19,,,,271.57,,,Sell
AKPL,2025-05-28,,,,254.98,,,Buy
AKPL,2025-05-14,,,,242.4,,,Sell
AKPL,2025-04-27,,,,235.85,,,Buy
AKPL,2025-04-23,,,,227.93,,,Sell
AKPL,2025-04-15,,,,231.08,,,Buy
AKPL,2025-04-03,,,,227.28,,,Sell
AKPL,2025-03-30,,,,232.98,,,Buy
AKPL,2025-03-09,,,,239.8,,,Sell
AKPL,2025-02-27,,,,241.0,,,Buy
AKPL,2025-02-10,,,,237.0,,,Sell
AKPL,2025-01-28,,,,237.9,,,Buy
AKPL,2025-01-27,,,,233.9,,,Sell
AKPL,2025-01-22,,,,239.0,,,Buy
AKPL,2025-01-21,,,,233.9,,,Sell
AKPL,2025-01-20,,,,236.6,,,Buy
AKPL,2025-01-13,,,,234.0,,,Sell
AKPL,2025-01-06,,,,241.7,,,Buy
AKPL,2024-11-21,,,,259.0,,,Sell
ALBSL,2025-12-21,1086.9,1125.0,1086.9,0.0,-100.0,20743.0,
ALBSL,2025-08-26,,,,988.79,,,Buy
ALBSL,2025-08-20,,,,984.55,,,Sell
ALBSL,2025-06-29,,,,804.55,,,Buy
ALBSL,2025-06-19,,,,793.56,,,Sell
ALBSL,2025-06-18,,,,806.68,,,Buy
ALBSL,2025-06-02,,,,814.3,,,Sell
ALBSL,2025-05-21,,,,812.0,,,Buy
ALBSL,2025-05-11,,,,806.25,,,Sell
ALBSL,2025-05-07,,,,827.83,,,Buy
ALBSL,2025-05-06,,,,804.3,,,Sell
ALBSL,2025-05-05,,,,820.7,,,Buy
ALBSL,2025-04-21,,,,821.41,,,Sell
ALBSL,2025-04-15,,,,839.44,,,Buy
ALBSL,2025-04-01,,,,833.43,,,Sell
ALBSL,2025-03-30,,,,853.62,,,Buy
ALBSL,2025-03-03,,,,909.9,,,Sell
ALBSL,2025-02-16,,,,915.0,,,Buy
ALBSL,2025-02-11,,,,885.0,,,Sell
ALBSL,2025-01-20,,,,818.2,,,Buy
ALBSL,2025-01-16,,,,793.0,,,Sell
ALBSL,2025-01-12,,,,808.0,,,Buy
ALBSL,2024-11-10,,,,945.0,,,Sell
ALICL,2025-12-21,464.0,467.0,459.1,0.0,-100.0,48010.0,
ALICL,2025-08-26,,,,491.03,,,Buy
ALICL,2025-07-31,,,,516.58,,,Sell
ALICL,2025-07-17,,,,513.4,,,Buy
ALICL,2025-07-07,,,,499.75,,,Sell
ALICL,2025-07-02,,,,517.63,,,Buy
ALICL,2025-05-25,,,,716.37,,,Sell
ALICL,2025-05-21,,,,734.34,,,Buy
ALICL,2025-05-11,,,,723.65,,,Sell
ALICL,2025-05-07,,,,736.57,,,Buy
ALICL,2025-04-08,,,,745.59,,,Sell
ALICL,2025-03-27,,,,757.9,,,Buy
ALICL,2025-03-06,,,,781.0,,,Sell
ALICL,2025-01-20,,,,724.0,,,Buy
ALICL,2025-01-13,,,,707.5,,,Sell
ALICL,2025-01-06,,,,722.0,,,Buy
ALICL,2024-12-08,,,,733.0,,,Sell
ALICL,2024-12-02,,,,749.0,,,Buy
ALICL,2024-12-01,,,,741.0,,,Sell
ALICL,2024-11-27,,,,755.3,,,Buy
ALICL,2024-11-20,,,,749.8,,,Sell
ANLB,2025-12-21,6044.9,6100.0,6044.9,0.0,-100.0,55.0,
ANLB,2025-08-28,,,,5864.55,,,Buy
ANLB,2025-08-27,,,,5777.51,,,Sell
ANLB,2025-07-21,,,,5600.29,,,Buy
ANLB,2025-07-16,,,,5530.06,,,Sell
ANLB,2025-06-26,,,,5565.42,,,Buy
ANLB,2025-06-16,,,,5500.45,,,Sell
ANLB,2025-05-22,,,,5415.05,,,Buy
ANLB,2025-05-13,,,,5266.96,,,Sell
ANLB,2025-05-08,,,,5400.0,,,Buy
ANLB,2025-04-29,,,,5220.28,,,Sell
ANLB,2025-04-07,,,,5160.9,,,Buy
ANLB,2025-04-03,,,,5025.68,,,Sell
ANLB,2025-03-27,,,,5143.74,,,Buy
ANLB,2025-03-20,,,,5055.0,,,Sell
ANLB,2025-03-04,,,,5091.0,,,Buy
ANLB,2025-02-06,,,,5006.0,,,Sell
ANLB,2025-02-03,,,,5446.0,,,Buy
ANLB,2025-01-13,,,,5624.9,,,Sell
ANLB,2024-12-24,,,,5397.7,,,Buy
ANLB,2024-12-23,,,,4907.0,,,Sell
ANLB,2024-12-19,,,,5100.0,,,Buy
ANLB,2024-12-16,,,,4911.8,,,Sell
ANLB,2024-12-12,,,,5095.9,,,Buy
ANLB,2024-12-08,,,,4950.0,,,Sell
API,2025-12-21,288.0,288.8,285.0,0.0,-100.0,99202.0,
API,2025-08-27,,,,298.89,,,Buy
API,2025-07-31,,,,306.41,,,Sell
API,2025-07-14,,,,294.15,,,Buy
API,2025-07-13,,,,292.0,,,Sell
API,2025-07-10,,,,293.8,,,Buy
API,2025-07-07,,,,291.76,,,Sell
API,2025-07-03,,,,296.16,,,Buy
API,2025-06-17,,,,299.55,,,Sell
API,2025-06-08,,,,302.16,,,Buy
API,2025-05-14,,,,295.76,,,Sell
API,2025-04-27,,,,292.34,,,Buy
API,2025-04-24,,,,281.03,,,Sell
API,2025-04-15,,,,283.48,,,Buy
API,2025-04-07,,,,270.23,,,Sell
API,2025-04-02,,,,278.86,,,Buy
API,2025-03-10,,,,286.0,,,Sell
API,2025-02-13,,,,278.2,,,Buy
API,2025-02-12,,,,276.0,,,Sell
API,2025-01-22,,,,276.0,,,Buy
API,2025-01-13,,,,265.0,,,Sell
API,2025-01-06,,,,273.0,,,Buy
API,2024-11-19,,,,296.3,,,Sell
API,2024-11-10,,,,305.0,,,Buy
AVYAN,2025-12-21,940.5,960.0,940.0,0.0,-100.0,1912.0,
AVYAN,2025-08-11,,,,1116.44,,,Sell
AVYAN,2025-08-07,,,,1143.08,,,Buy
AVYAN,2025-08-03,,,,1113.84,,,Sell
AVYAN,2025-06-30,,,,1008.25,,,Buy
AVYAN,2025-06-18,,,,1007.99,,,Sell
AVYAN,2025-06-17,,,,1022.88,,,Buy
AVYAN,2025-06-08,,,,1014.62,,,Sell
AVYAN,2025-06-05,,,,1033.97,,,Buy
AVYAN,2025-06-02,,,,1022.03,,,Sell
AVYAN,2025-05-19,,,,1005.48,,,Buy
AVYAN,2025-04-20,,,,1053.86,,,Sell
AVYAN,2025-04-15,,,,1075.06,,,Buy
AVYAN,2025-04-13,,,,1053.68,,,Sell
AVYAN,2025-04-09,,,,1067.11,,,Buy
AVYAN,2025-04-07,,,,1041.22,,,Sell
AVYAN,2025-03-30,,,,1089.8,,,Buy
AVYAN,2025-03-04,,,,1130.0,,,Sell
AVYAN,2025-01-15,,,,1028.0,,,Buy
AVYAN,2024-12-16,,,,1060.0,,,Sell
BANDIPUR,2025-12-21,750.0,765.0,745.1,0.0,-100.0,88188.0,
BARUN,2025-12-21,321.0,321.0,313.1,0.0,-100.0,59934.0,
BARUN,2025-07-14,,,,416.7,,,Sell
BARUN,2025-06-26,,,,401.88,,,Buy
BARUN,2025-06-25,,,,368.95,,,Sell
BARUN,2025-06-23,,,,382.42,,,Buy
BARUN,2025-06-22,,,,363.27,,,Sell
BARUN,2025-06-18,,,,387.92,,,Buy
BARUN,2025-05-05,,,,551.81,,,Sell
BARUN,2025-04-10,,,,522.63,,,Buy
BARUN,2025-04-07,,,,505.45,,,Sell
BARUN,2025-03-27,,,,514.49,,,Buy
BARUN,2025-03-18,,,,514.2,,,Sell
BARUN,2025-02-27,,,,486.0,,,Buy
BARUN,2025-02-17,,,,478.5,,,Sell
BARUN,2025-01-06,,,,415.9,,,Buy
BARUN,2024-12-12,,,,429.0,,,Sell
BARUN,2024-12-11,,,,439.8,,,Buy
BARUN,2024-12-10,,,,431.3,,,Sell
BARUN,2024-12-09,,,,439.0,,,Buy
BARUN,2024-12-08,,,,429.0,,,Sell
BBC,2025-12-21,4790.1,4873.0,4790.1,0.0,-100.0,291.0,
BBC,2025-08-27,,,,5463.75,,,Buy
BBC,2025-08-05,,,,5563.45,,,Sell
BBC,2025-08-04,,,,5655.0,,,Buy
BBC,2025-08-03,,,,5485.1,,,Sell
BBC,2025-07-17,,,,5471.17,,,Buy
BBC,2025-07-07,,,,5400.0,,,Sell
BBC,2025-07-06,,,,5472.5,,,Buy
BBC,2025-07-03,,,,5418.21,,,Sell
BBC,2025-07-02,,,,5497.91,,,Buy
BBC,2025-05-08,,,,5862.4,,,Sell
BBC,2025-05-06,,,,5960.0,,,Buy
BBC,2025-05-04,,,,5877.75,,,Sell
BBC,2025-04-29,,,,5923.87,,,Buy
BBC,2025-04-21,,,,5935.33,,,Sell
BBC,2025-03-27,,,,5609.16,,,Buy
BBC,2025-02-25,,,,5499.0,,,Sell
BBC,2025-02-20,,,,5744.0,,,Buy
BBC,2025-02-05,,,,5680.2,,,Sell
BBC,2025-02-03,,,,5799.9,,,Buy
BBC,2025-01-27,,,,5660.0,,,Sell
BBC,2025-01-22,,,,5832.0,,,Buy
BBC,2024-12-19,,,,6089.0,,,Sell
BBC,2024-11-26,,,,4500.0,,,Buy
BBC,2024-11-20,,,,4300.0,,,Sell
BBC,2024-11-05,,,,4233.0,,,Buy
BEDC,2025-12-21,541.0,541.0,530.0,0.0,-100.0,7954.0,
BEDC,2025-08-04,,,,759.99,,,Sell
BEDC,2025-07-17,,,,694.84,,,Buy
BEDC,2025-07-13,,,,670.74,,,Sell
BEDC,2025-07-02,,,,665.46,,,Buy
BEDC,2025-06-19,,,,685.0,,,Sell
BEDC,2025-06-18,,,,761.05,,,Buy
BEDC,2025-06-10,,,,709.84,,,Sell
BEDC,2025-05-27,,,,740.7,,,Buy
BEDC,2025-05-04,,,,728.62,,,Sell
BEDC,2025-04-24,,,,765.46,,,Buy
BEDC,2025-04-23,,,,760.22,,,Sell
BEDC,2025-04-22,,,,771.09,,,Buy
BEDC,2025-03-24,,,,805.13,,,Sell
BEDC,2025-03-09,,,,817.9,,,Buy
BEDC,2025-02-18,,,,865.0,,,Sell
BEDC,2025-02-17,,,,950.0,,,Buy
BEDC,2025-02-11,,,,849.0,,,Sell
BEDC,2025-01-26,,,,787.0,,,Buy
BEDC,2025-01-21,,,,740.0,,,Sell
BFC,2025-12-21,460.2,461.9,453.0,0.0,-100.0,12734.0,
BFC,2025-08-03,,,,533.46,,,Sell
BFC,2025-07-02,,,,480.6,,,Buy
BFC,2025-06-17,,,,479.6,,,Sell
BFC,2025-06-10,,,,500.44,,,Buy
BFC,2025-05-26,,,,487.66,,,Sell
BFC,2025-05-21,,,,497.0,,,Buy
BFC,2025-05-13,,,,486.56,,,Sell
BFC,2025-05-08,,,,514.3,,,Buy
BFC,2025-04-07,,,,556.95,,,Sell
BFC,2025-04-02,,,,574.55,,,Buy
BFC,2025-03-04,,,,638.0,,,Sell
BFC,2025-03-02,,,,658.0,,,Buy
BFC,2025-02-23,,,,645.0,,,Sell
BFC,2025-02-05,,,,638.0,,,Buy
BFC,2025-01-12,,,,656.6,,,Sell
BFC,2025-01-08,,,,710.0,,,Buy
BFC,2024-12-04,,,,790.0,,,Sell
BGWT,2025-12-21,765.1,775.0,761.1,0.0,-100.0,2497.0,
BGWT,2025-07-15,,,,955.13,,,Sell
BGWT,2025-06-29,,,,941.37,,,Buy
BGWT,2025-06-16,,,,915.31,,,Sell
BGWT,2025-06-11,,,,924.28,,,Buy
BGWT,2025-03-03,,,,1133.9,,,Sell
BGWT,2025-02-25,,,,1165.0,,,Buy
BGWT,2025-02-23,,,,1139.0,,,Sell
BGWT,2025-02-11,,,,1187.0,,,Buy
BGWT,2025-02-09,,,,1078.0,,,Sell
BGWT,2025-01-06,,,,1010.0,,,Buy
BGWT,2024-12-31,,,,960.0,,,Sell
BGWT,2024-12-23,,,,991.1,,,Buy
BGWT,2024-12-05,,,,995.0,,,Sell
BGWT,2024-11-27,,,,1028.0,,,Buy
BGWT,2024-11-24,,,,982.0,,,Sell
BGWT,2024-11-10,,,,979.2,,,Buy
BGWT,2024-11-06,,,,935.0,,,Sell
BHCL,2025-12-21,475.3,489.6,468.0,0.0,-100.0,79997.0,
BHDC,2025-12-21,481.0,484.0,477.0,0.0,-100.0,23458.0,
BHDC,2025-08-11,,,,588.41,,,Sell
BHDC,2025-08-06,,,,609.5,,,Buy
BHDC,2025-08-03,,,,569.12,,,Sell
BHDC,2025-07-16,,,,493.63,,,Buy
BHDC,2025-07-10,,,,484.33,,,Sell
BHDC,2025-06-29,,,,495.65,,,Buy
BHDC,2025-06-22,,,,452.08,,,Sell
BHDC,2025-06-16,,,,473.26,,,Buy
BHDC,2025-06-15,,,,452.62,,,Sell
BHDC,2025-06-09,,,,478.8,,,Buy
BHDC,2025-02-20,,,,698.5,,,Sell
BHDC,2025-02-16,,,,714.0,,,Buy
BHDC,2025-02-04,,,,712.0,,,Sell
BHDC,2025-01-05,,,,664.9,,,Buy
BHDC,2024-12-29,,,,640.0,,,Sell
BHDC,2024-12-22,,,,674.0,,,Buy
BHDC,2024-12-05,,,,649.0,,,Sell
BHDC,2024-12-03,,,,669.8,,,Buy
BHDC,2024-12-01,,,,645.0,,,Sell
BHDC,2024-11-25,,,,698.0,,,Buy
BHDC,2024-11-20,,,,647.0,,,Sell
BHL,2025-12-21,179.0,179.0,175.1,0.0,-100.0,62279.0,
BHL,2025-08-11,,,,211.27,,,Sell
BHL,2025-08-07,,,,218.01,,,Buy
BHL,2025-07-30,,,,217.63,,,Sell
BHL,2025-07-17,,,,215.73,,,Buy
BHL,2025-07-07,,,,210.89,,,Sell
BHL,2025-06-30,,,,214.95,,,Buy
BHL,2025-06-16,,,,212.0,,,Sell
BHL,2025-06-12,,,,214.31,,,Buy
BHL,2025-05-11,,,,221.58,,,Sell
BHL,2025-05-08,,,,226.85,,,Buy
BHL,2025-03-06,,,,358.6,,,Sell
BHL,2025-03-03,,,,369.1,,,Buy
BHL,2025-02-10,,,,377.0,,,Sell
BHL,2025-01-22,,,,377.3,,,Buy
BHL,2025-01-21,,,,361.0,,,Sell
BHL,2025-01-20,,,,368.1,,,Buy
BHL,2025-01-12,,,,359.1,,,Sell
BHL,2025-01-05,,,,374.7,,,Buy
BHL,2024-12-29,,,,349.9,,,Sell
BHL,2024-12-23,,,,382.0,,,Buy
BHL,2024-11-28,,,,385.5,,,Sell
BHL,2024-11-27,,,,401.5,,,Buy
BHL,2024-11-06,,,,337.2,,,Sell
BHPL,2025-12-21,542.0,555.0,530.0,0.0,-100.0,221939.0,
BHPL,2025-08-21,,,,785.71,,,Sell
BHPL,2025-08-19,,,,810.37,,,Buy
BHPL,2025-07-30,,,,820.14,,,Sell
BHPL,2025-07-09,,,,759.87,,,Buy
BHPL,2025-05-25,,,,952.57,,,Sell
BHPL,2025-05-18,,,,1124.34,,,Buy
BHPL,2025-05-14,,,,961.66,,,Sell
BHPL,2025-05-13,,,,1059.75,,,Buy
BHPL,2025-05-04,,,,990.09,,,Sell
BHPL,2025-04-28,,,,1085.89,,,Buy
BHPL,2025-04-27,,,,1034.46,,,Sell
BHPL,2025-04-20,,,,1047.88,,,Buy
BHPL,2025-04-09,,,,1025.0,,,Sell
BHPL,2025-04-07,,,,1112.72,,,Buy
BHPL,2025-03-20,,,,1032.4,,,Sell
BHPL,2025-03-12,,,,1075.0,,,Buy
BHPL,2025-02-24,,,,1109.7,,,Sell
BHPL,2025-01-12,,,,873.0,,,Buy
BHPL,2025-01-08,,,,770.0,,,Sell
BHPL,2024-12-22,,,,830.5,,,Buy
BHPL,2024-12-18,,,,776.0,,,Sell
BHPL,2024-12-12,,,,787.0,,,Buy
BHPL,2024-12-08,,,,769.0,,,Sell
BNHC,2025-12-21,436.1,440.0,436.1,0.0,-100.0,3773.0,
BNHC,2025-08-20,,,,527.92,,,Sell
BNHC,2025-08-19,,,,532.58,,,Buy
BNHC,2025-08-03,,,,536.35,,,Sell
BNHC,2025-07-16,,,,507.23,,,Buy
BNHC,2025-07-14,,,,500.99,,,Sell
BNHC,2025-07-13,,,,507.1,,,Buy
BNHC,2025-07-10,,,,503.34,,,Sell
BNHC,2025-07-09,,,,507.22,,,Buy
BNHC,2025-07-07,,,,500.07,,,Sell
BNHC,2025-06-29,,,,504.95,,,Buy
BNHC,2025-06-11,,,,514.01,,,Sell
BNHC,2025-05-21,,,,512.62,,,Buy
BNHC,2025-05-11,,,,504.12,,,Sell
BNHC,2025-05-07,,,,520.21,,,Buy
BNHC,2025-04-29,,,,506.3,,,Sell
BNHC,2025-04-17,,,,508.96,,,Buy
BNHC,2025-04-03,,,,501.54,,,Sell
BNHC,2025-04-01,,,,512.21,,,Buy
BNHC,2025-03-10,,,,541.7,,,Sell
BNHC,2025-03-09,,,,553.5,,,Buy
BNHC,2025-03-04,,,,536.0,,,Sell
BNHC,2025-03-02,,,,558.0,,,Buy
BNHC,2025-02-17,,,,557.0,,,Sell
BNHC,2025-01-16,,,,515.1,,,Buy
BNHC,2025-01-13,,,,475.0,,,Sell
BNHC,2025-01-06,,,,497.0,,,Buy
BNHC,2024-12-02,,,,517.5,,,Sell
BNHC,2024-11-26,,,,538.0,,,Buy
BNHC,2024-11-25,,,,510.0,,,Sell
BNHC,2024-11-10,,,,500.0,,,Buy
BNHC,2024-11-06,,,,465.4,,,Sell
BNT,2025-12-21,11750.0,11985.0,11750.0,0.0,-100.0,98.0,
BNT,2025-07-31,,,,12750.0,,,Sell
BNT,2025-07-29,,,,12899.5,,,Buy
BNT,2025-07-28,,,,12724.44,,,Sell
BNT,2025-07-09,,,,12400.0,,,Buy
BNT,2025-07-08,,,,12331.1,,,Sell
BNT,2025-07-03,,,,12438.22,,,Buy
BNT,2025-06-19,,,,12485.0,,,Sell
BNT,2025-06-15,,,,12593.0,,,Buy
BNT,2025-06-08,,,,12520.0,,,Sell
BNT,2025-06-05,,,,12648.0,,,Buy
BNT,2025-06-03,,,,12550.42,,,Sell
BNT,2025-05-26,,,,12647.9,,,Buy
BNT,2025-04-17,,,,13145.4,,,Sell
BNT,2025-04-09,,,,13200.0,,,Buy
BNT,2025-04-03,,,,13105.5,,,Sell
BNT,2025-03-30,,,,13187.5,,,Buy
BNT,2025-03-06,,,,13402.0,,,Sell
BNT,2025-02-27,,,,13700.0,,,Buy
BNT,2025-02-06,,,,13501.0,,,Sell
BNT,2025-01-28,,,,13689.9,,,Buy
BNT,2025-01-23,,,,13500.0,,,Sell
BNT,2025-01-19,,,,13800.0,,,Buy
BNT,2024-12-17,,,,14050.0,,,Sell
BNT,2024-12-11,,,,14448.0,,,Buy
BNT,2024-12-03,,,,14200.7,,,Sell
BNT,2024-11-28,,,,14570.0,,,Buy
BNT,2024-11-17,,,,14453.2,,,Sell
BNT,2024-11-14,,,,14649.0,,,Buy
BNT,2024-11-13,,,,14411.0,,,Sell
BNT,2024-11-10,,,,14999.0,,,Buy
BOKD86,2025-12-21,1095.1,1139.3,1095.1,0.0,-100.0,175.0,
BOKD86,2025-08-21,,,,1052.0,,,Buy
BOKD86,2025-08-18,,,,1030.1,,,Sell
BOKD86,2025-08-06,,,,1060.0,,,Buy
BOKD86,2025-07-02,,,,1048.6,,,Sell
BOKD86,2025-06-29,,,,1070.0,,,Buy
BOKD86,2025-06-24,,,,1053.0,,,Sell
BOKD86,2025-06-22,,,,1081.0,,,Buy
BOKD86,2025-06-12,,,,1055.0,,,Sell
BOKD86,2025-06-11,,,,1076.0,,,Buy
BOKD86,2025-06-03,,,,1051.1,,,Sell
BOKD86,2025-04-07,,,,1030.0,,,Buy
BOKD86,2025-03-12,,,,1025.0,,,Sell
BOKD86,2025-03-11,,,,1045.6,,,Buy
BOKD86,2025-03-05,,,,1025.0,,,Sell
BPCL,2025-12-21,747.0,747.0,711.2,0.0,-100.0,91853.0,
BPCL,2025-07-30,,,,937.89,,,Sell
BPCL,2025-07-08,,,,835.94,,,Buy
BPCL,2025-07-03,,,,798.09,,,Sell
BPCL,2025-05-26,,,,492.58,,,Buy
BPCL,2025-05-15,,,,463.73,,,Sell
BPCL,2025-04-16,,,,408.71,,,Buy
BPCL,2025-04-13,,,,398.99,,,Sell
BPCL,2025-03-30,,,,400.14,,,Buy
BPCL,2025-03-06,,,,420.0,,,Sell
BPCL,2025-02-17,,,,412.0,,,Buy
BPCL,2025-02-13,,,,403.0,,,Sell
BPCL,2025-01-22,,,,399.0,,,Buy
BPCL,2025-01-13,,,,395.6,,,Sell
BPCL,2025-01-02,,,,402.5,,,Buy
BPCL,2024-12-01,,,,441.4,,,Sell
BPCL,2024-11-27,,,,455.5,,,Buy
BPCL,2024-11-14,,,,453.8,,,Sell
BPCL,2024-11-10,,,,467.5,,,Buy
BPCL,2024-11-06,,,,450.0,,,Sell
BPCL,2024-11-05,,,,455.0,,,Buy
BUNGAL,2025-12-21,620.9,630.0,610.2,0.0,-100.0,58542.0,
CBBL,2025-12-21,1039.9,1039.9,1018.6,0.0,-100.0,22264.0,
CBBL,2025-08-24,,,,1060.93,,,Buy
CBBL,2025-08-03,,,,1041.39,,,Sell
CBBL,2025-06-29,,,,893.5,,,Buy
CBBL,2025-06-22,,,,879.61,,,Sell
CBBL,2025-06-12,,,,883.08,,,Buy
CBBL,2025-06-04,,,,878.5,,,Sell
CBBL,2025-05-05,,,,844.67,,,Buy
CBBL,2025-04-22,,,,840.97,,,Sell
