Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
HBLD83,1033.0,1033.0,1111.0,0.0,-7.02
PCBLP,100.0,100.0,105.3,0.0,-5.03
ICFCD83,1122.0,1119.0,1368.9,0.27,-18.04
ADBLD83,1050.5,1046.0,1160.0,0.43,-9.44
SKBBL,761.5,756.6,999.0,0.65,-23.77
KMCDB,931.0,921.3,1270.0,1.05,-26.69
NMB,234.3,231.0,283.0,1.43,-17.21
SWBBL,736.0,724.8,1046.5,1.55,-29.67
CIT,1760.0,1730.8,2200.0,1.69,-20.0
SRBLD83,1055.0,1037.3,1126.0,1.71,-6.31
NIMB,190.3,187.0,247.0,1.76,-22.96
NIBD2082,1036.0,1017.0,1170.0,1.87,-11.45
HEIP,304.1,298.3,447.0,1.94,-31.97
PBLD84,1083.0,1062.1,1150.0,1.97,-5.83
NMFBS,1111.0,1086.0,1504.0,2.3,-26.13
BNL,15400.0,15044.0,22500.0,2.37,-31.56
MSHL,820.0,800.1,1135.0,2.49,-27.75
TAMOR,448.0,437.0,596.0,2.52,-24.83
RBBD83,1042.0,1015.0,1100.0,2.66,-5.27
KBSH,1666.1,1622.0,3000.8,2.72,-44.48
PRVU,185.0,179.9,250.9,2.83,-26.27
KBLPO,102.9,100.0,115.0,2.9,-10.52
CHCL,470.0,456.0,599.6,3.07,-21.61
SBID83,1057.1,1025.0,1226.0,3.13,-13.78
HBL,189.8,184.0,261.0,3.15,-27.28
MLBSL,1929.0,1870.0,2569.0,3.16,-24.91
HLI,366.2,354.8,477.0,3.21,-23.23
UNLB,1877.0,1818.4,2838.0,3.22,-33.86
HBLD86,1130.0,1093.6,1201.0,3.33,-5.91
BGWT,776.0,750.0,1241.0,3.47,-37.47
HDL,1143.0,1103.0,1556.1,3.63,-26.55
RBBF40,9.31,8.98,10.11,3.67,-7.91
JBLB,1317.8,1270.7,1644.0,3.71,-19.84
UNL,46701.0,45000.0,50724.0,3.78,-7.93
MKCL,1385.0,1333.0,1900.0,3.9,-27.11
LSL,208.9,201.0,252.0,3.93,-17.1
USLB,1463.0,1407.0,2750.0,3.98,-46.8
PCBL,235.4,226.0,290.0,4.16,-18.83
NICL,510.0,489.1,1047.0,4.27,-51.29
GILB,1167.0,1117.0,1441.6,4.48,-19.05
GWFD83,1139.0,1090.0,1464.8,4.5,-22.24
MLBBL,1345.0,1285.0,2019.0,4.67,-33.38
RURU,670.0,640.0,853.0,4.69,-21.45
NICAD85/86,1108.0,1058.3,1190.0,4.7,-6.89
SMPDA,880.0,840.0,1155.0,4.76,-23.81
SMJC,502.0,479.0,735.0,4.8,-31.7
VLBS,773.0,737.0,1008.0,4.88,-23.31
SWMF,673.0,641.1,868.1,4.98,-22.47
NIMBPO,157.8,150.0,184.5,5.2,-14.47
SALICO,600.0,570.1,775.0,5.24,-22.58
NIFRA,263.0,249.9,328.1,5.24,-19.84
NMLBBL,631.7,600.0,807.0,5.28,-21.72
RBCL,15005.0,14251.0,16900.0,5.29,-11.21
BOKD86KA,1167.0,1108.1,1196.4,5.32,-2.46
MKHC,350.0,332.2,612.0,5.36,-42.81
GMFBS,1470.0,1395.0,1980.0,5.38,-25.76
SAND2085,1133.0,1075.0,1189.0,5.4,-4.71
CZBIL,192.9,183.0,240.1,5.41,-19.66
GCIL,422.0,400.0,613.0,5.5,-31.16
GBBD85,1076.1,1020.0,1135.0,5.5,-5.19
PBLD86,1139.1,1079.0,1189.0,5.57,-4.2
SLBBL,823.9,780.0,1159.4,5.63,-28.94
KBL,185.5,175.5,233.5,5.7,-20.56
CIZBD86,1160.1,1096.4,1320.9,5.81,-12.17
NABIL,498.5,471.0,562.0,5.84,-11.3
NICAD2091,1065.0,1005.2,1102.6,5.95,-3.41
SHLB,1632.0,1540.2,2907.0,5.96,-43.86
MLBL,370.0,348.9,488.0,6.05,-24.18
FOWAD,1075.0,1012.4,1324.4,6.18,-18.83
HIDCL,260.2,245.0,340.0,6.2,-23.47
SHINE,405.8,382.0,499.0,6.23,-18.68
NMBD87/88,1080.1,1015.0,1196.4,6.41,-9.72
PBD84,1120.0,1052.0,1182.0,6.46,-5.25
RBCLPO,11741.1,11025.0,13530.0,6.5,-13.22
AVYAN,966.0,906.0,1291.0,6.62,-25.17
NBBD2085,1150.0,1078.6,1206.3,6.62,-4.67
GLBSL,1986.0,1862.1,3486.0,6.65,-43.03
MBJC,288.0,270.0,371.9,6.67,-22.56
PBLD87,1083.2,1015.1,1147.0,6.71,-5.56
MATRI,993.0,930.1,1464.8,6.76,-32.21
CITY,492.9,461.0,998.4,6.92,-50.63
NLG,706.0,660.0,1195.0,6.97,-40.92
SICL,630.0,588.8,891.0,7.0,-29.29
GBIME,225.7,210.7,278.9,7.12,-19.07
SBIBD86,1125.0,1050.0,1222.0,7.14,-7.94
BBC,4800.0,4480.0,6661.6,7.14,-27.95
UMRH,564.0,526.0,790.0,7.22,-28.61
NCCD86,1115.5,1040.2,1230.0,7.24,-9.31
SCB,638.0,594.9,701.0,7.24,-8.99
SLBSL,1324.0,1234.5,2824.6,7.25,-53.13
DLBS,1330.0,1240.0,1966.0,7.26,-32.35
SHL,498.0,464.0,619.0,7.33,-19.55
NHDL,669.0,623.0,1002.6,7.38,-33.27
SRLI,391.0,363.9,480.0,7.45,-18.54
CGH,859.9,800.2,1150.0,7.46,-25.23
SBD87,1096.0,1019.5,1139.0,7.5,-3.78
KSBBLD87,1120.0,1041.3,1178.1,7.56,-4.93
SDBD87,1111.0,1032.0,1196.2,7.66,-7.12
NMB50,10.5,9.75,11.93,7.69,-11.99
BEDC,540.0,501.0,1010.8,7.78,-46.58
MBLD87,1101.0,1021.0,1169.0,7.84,-5.82
MCHL,444.9,412.5,714.0,7.85,-37.69
NICA,328.7,304.5,428.4,7.95,-23.27
MANDU,827.9,766.5,1011.0,8.01,-18.11
NICLBSL,578.0,535.0,764.0,8.04,-24.35
GBBL,397.0,367.4,498.0,8.06,-20.28
MLBS,1507.5,1395.0,2400.0,8.06,-37.19
GBIMESY2,9.19,8.5,10.18,8.12,-9.72
NIFRAGED,1025.1,948.0,1137.2,8.13,-9.86
PBD88,1179.0,1090.0,1274.0,8.17,-7.46
NMBD2085,1165.0,1076.0,1188.0,8.27,-1.94
MLBLD89,1255.0,1159.0,1350.0,8.28,-7.04
SFMF,10.18,9.4,11.74,8.3,-13.29
CYCL,1584.0,1462.0,2040.0,8.34,-22.35
SIGS2,9.65,8.9,11.7,8.43,-17.52
EBLEB89,1080.3,996.1,1117.9,8.45,-3.36
LVF2,9.5,8.76,11.45,8.45,-17.03
ENL,940.0,866.0,1452.0,8.55,-35.26
NBL,244.8,225.4,313.0,8.61,-21.79
SBCF,9.45,8.7,12.03,8.62,-21.45
EBLD85,1198.0,1102.5,1250.0,8.66,-4.16
ADBL,296.0,272.3,344.9,8.7,-14.18
HLBSL,910.0,837.0,1134.0,8.72,-19.75
PFL,383.7,352.8,520.0,8.76,-26.21
SONA,433.0,398.0,545.0,8.79,-20.55
ILI,441.0,405.0,530.0,8.89,-16.79
NLICL,587.0,539.0,738.0,8.91,-20.46
NSIF2,10.62,9.75,11.93,8.92,-10.98
SFCL,391.5,359.4,660.0,8.93,-40.68
SMATA,800.0,734.1,1382.0,8.98,-42.11
NLIC,765.3,702.0,890.0,9.02,-14.01
HATHY,955.0,875.5,1600.0,9.08,-40.31
CIZBD90,1216.0,1114.4,1303.0,9.12,-6.68
MNBBL,371.5,340.1,503.0,9.23,-26.14
SMHL,486.0,444.7,1275.0,9.29,-61.88
NIBD84,1107.4,1013.1,1130.0,9.31,-2.0
MAKAR,563.0,515.0,859.0,9.32,-34.46
NUBL,710.7,650.0,854.4,9.34,-16.82
MEN,585.1,535.0,683.4,9.36,-14.38
NLICLP,321.0,293.5,343.0,9.37,-6.41
EDBL,596.5,545.0,838.2,9.45,-28.84
MHCL,397.5,363.0,655.0,9.5,-39.31
GBLBS,765.2,698.0,987.0,9.63,-22.47
ACLBSL,987.0,900.0,1284.9,9.67,-23.18
LICN,848.1,773.0,1415.0,9.72,-40.06
NICFC,9.19,8.37,10.4,9.8,-11.63
KBLD89,1246.0,1134.6,1335.0,9.82,-6.67
UHEWA,558.7,508.5,993.4,9.87,-43.76
