Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
API,Api Power,Hydro Power,336.00,20.42 Ar,+0.12%,+0.39%,+1.82%,-1.75%,+35.76%,+42.13%,15.06,22.32,2.81,1766558.36,1304385.66,+35.43%,1527791.42,1130238.0,+35.17%,960605.09,658546.63,+45.87%,15.06,13.76,+9.40%,119.51,115.32,+3.63%,15612787.44,16089667.85,-2.96%,7988559.99,8732286.61,-8.52%,6379724.2,6379724.2,0.00%,1244503.23,977657.04,+27.29%,0.126,1.0478
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,064.00",2.66 Ar,+0.85%,-2.47%,+3.96%,+1.34%,+5.00%,+206.10%,57.04,18.65,6.7,518436.39,383655.61,+35.13%,311683.51,226058.78,+37.88%,142608.42,98498.19,+44.78%,57.04,52.53,+8.59%,158.75,157.84,+0.58%,3710635.02,3669983.76,+1.11%,3313759.69,3275378.55,+1.17%,250000.0,250000.0,0.00%,146875.33,144605.21,+1.57%,0.3593,8.3496
BANDIPUR,Bandipur Cablecar and Tourism Limited,Hotels,654.00,18.51 Ar,-0.61%,+2.35%,-4.66%,-19.36%,+108.61%,+108.61%,-1.96,-334.42,7.15,83771.74,60824.94,+37.73%,19737.47,16578.66,+19.05%,-55344.65,-41693.66,+32.74%,-1.96,-1.96,-0.45%,91.41,91.9,-0.52%,3880296.55,3886144.71,-0.15%,1293260.46,1285457.62,+0.61%,2829993.0,2829993.0,0.00%,-242956.9,-229305.91,+5.95%,-0.0214,0.4999
BARUN,Barun Hydropower,Hydro Power,335.00,3.59 Ar,+2.45%,+5.02%,+5.68%,+0.30%,+17.84%,+71.28%,2.08,160.93,3.1,109238.01,75366.95,+44.94%,90330.63,64651.07,+39.72%,23367.22,16953.84,+37.83%,2.08,2.01,+3.37%,108.19,107.72,+0.44%,1490067.88,1492110.72,-0.14%,275626.38,282969.3,-2.59%,1122532.43,1122532.43,0.00%,91909.07,86608.99,+6.12%,0.0192,0.227
BBC,Bishal Bazar,Trading,"4,140.00",166.01 Ar,+0.85%,+2.48%,+0.78%,-2.68%,-9.33%,-23.22%,3.67,1126.56,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDC,Bhugol Energy Development Company Limited,Hydro Power,311.00,1.69 Ar,+2.98%,+4.05%,-0.80%,-14.91%,-46.10%,+39.46%,-1.7,-183.36,6.72,62444.81,49435.88,+26.31%,57689.31,43175.89,+33.61%,-9227.59,-508.41,"+1,714.99%",-1.7,-0.12,"+1,261.24%",46.28,47.88,-3.35%,816359.85,839538.46,-2.76%,564567.99,579027.43,-2.50%,544053.4,544053.4,0.00%,-292261.54,-283542.36,+3.08%,-0.0367,2.2422
BFC,Best Finance,Finance,464.00,4.13 Ar,-0.02%,+6.91%,-4.33%,-7.94%,+10.53%,+1.31%,7.84,59.21,4.1,465121.73,364635.38,+27.56%,118404.88,103609.61,+14.28%,69778.87,58755.96,+18.76%,7.84,8.8,-10.93%,113.08,112.72,+0.32%,7513636.52,7451218.29,+0.84%,6506744.04,6447509.81,+0.92%,890424.24,890424.24,0.00%,116468.24,113284.24,+2.81%,0.0693,6.4622
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,481.00,2.86 Ar,-2.24%,+1.05%,-3.80%,-26.09%,-35.08%,+49.10%,9.01,53.4,4.25,154099.6,129217.98,+19.26%,129160.12,111273.45,+16.07%,61090.05,56770.3,+7.61%,9.01,11.16,-19.29%,113.3,112.67,+0.57%,985754.79,984465.12,+0.13%,217276.59,220306.68,-1.38%,678239.9,678239.9,0.00%,90238.3,85918.54,+5.03%,0.0795,0.2827
BHCL,Bikash Hydropower Company Limited,Hydro Power,544.00,4.95 Ar,-0.58%,+4.41%,-1.45%,+1.30%,+30.77%,+69.31%,10.81,50.32,4.83,190898.91,138139.74,+38.19%,176672.42,129024.14,+36.93%,98272.48,71083.1,+38.25%,10.81,10.43,+3.69%,112.53,109.64,+2.64%,1191612.62,1286599.94,-7.38%,168574.96,289902.24,-41.85%,909101.3,909101.3,0.00%,113936.36,87596.4,+30.07%,0.0961,0.1648
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,435.50,4.92 Ar,+1.52%,+4.44%,+2.66%,-3.93%,-16.95%,+43.06%,11.79,36.94,3.68,455635.11,353104.81,+29.04%,444964.27,344876.58,+29.02%,139841.02,117655.74,+18.86%,11.79,13.22,-10.86%,118.32,117.43,+0.75%,3193230.87,2916602.47,+9.48%,1789666.98,1523491.11,+17.47%,1186290.0,1186290.0,0.00%,217273.89,206821.36,+5.05%,0.0996,1.2751
BHL,Balephi Hydropower Limited,Hydro Power,217.30,7.94 Ar,+0.09%,+2.74%,+4.67%,+1.07%,+30.12%,+106.07%,7.91,27.48,2.68,1153198.49,878539.64,+31.26%,1050128.23,806182.45,+30.26%,289106.76,235658.82,+22.68%,7.91,8.59,-7.99%,81.22,79.95,+1.60%,8803225.77,8669860.0,+1.54%,5833696.58,5746986.68,+1.51%,3655940.0,3655940.0,0.00%,-686410.81,-733066.68,-6.36%,0.0974,1.9645
BHPL,Barahi Hydropower Public Limited,Hydro Power,470.00,1.18 Ar,+1.97%,+4.44%,-1.88%,-10.05%,-28.80%,+119.93%,-0.3,-1583.13,9.39,28215.46,23794.39,+18.58%,26261.73,22135.8,+18.64%,-742.2,-1098.03,-32.41%,-0.3,-0.59,-49.30%,50.03,50.03,+0.01%,357326.73,371443.0,-3.80%,232244.29,246373.46,-5.73%,250000.0,250000.0,0.00%,-124917.56,-124930.46,-0.01%,-0.006,1.8567
BJHL,Bhujung Hydropower Limited,Hydro Power,658.90,6.59 Ar,+1.46%,+0.29%,-7.72%,-23.38%,+121.78%,+121.78%,-2.6,-253.5,7.41,170084.2,124093.86,+37.06%,131337.17,103377.24,+27.05%,-25992.36,-24428.84,+6.40%,-2.6,-3.26,-20.20%,88.95,88.82,+0.15%,1822133.29,1825403.01,-0.18%,932638.65,937231.49,-0.49%,1000000.0,1000000.0,0.00%,-110505.37,-111828.48,-1.18%,-0.0292,1.0485
BNHC,Buddha Bhumi Nepal Hydropower Company Limited,Hydro Power,281.39,1.13 Ar,+0.57%,+3.72%,+0.50%,-13.42%,+0.14%,+55.60%,1.49,188.72,2.8,185017.46,146421.73,+26.36%,172928.8,139149.85,+24.28%,11953.74,23342.85,-48.79%,1.49,7.53,-80.20%,100.38,81.58,+23.04%,1587996.25,1328961.06,+19.49%,783246.82,991779.96,-21.03%,801690.4,413304.4,+93.97%,3059.04,-76123.33,-104.02%,0.0148,0.9733
BNL,Bottlers Nepal (Balaju),Manufacturing And Processing,"14,831.00",28.90 Ar,+2.85%,+9.74%,-0.46%,-2.00%,-6.13%,+670.61%,450.71,32.91,4.05,12053168.0,7744894.0,+55.63%,3918816.0,2227365.0,+75.94%,878391.0,219949.0,+299.36%,450.71,150.48,+199.52%,3660.87,3297.17,+11.03%,13223117.0,14365992.0,-7.96%,6088480.0,7940177.0,-23.32%,194889.0,194889.0,0.00%,6939748.0,6230926.0,+11.38%,0.1231,0.8534
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"12,450.00",15.06 Ar,+5.06%,+8.17%,+7.33%,+4.63%,+10.94%,+28.68%,544.86,22.85,3.59,8838064.0,5651476.0,+56.39%,2814131.0,1648168.0,+70.74%,659281.0,277051.0,+137.96%,544.86,305.29,+78.47%,3470.17,3137.85,+10.59%,8157998.0,9517745.0,-14.29%,3959093.0,5720941.0,-30.80%,121000.0,121000.0,0.00%,4077905.0,3675804.0,+10.94%,0.157,0.9429
BOKD86KA,"BOK Debenture 2086 ""KA""",Bond,"1,100.50",0.00,+0.36%,0.00%,+0.36%,-9.12%,-6.18%,+7.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,Butwal Power,Hydro Power,698.00,23.80 Ar,+3.76%,+8.72%,+9.40%,+4.02%,-3.21%,+71.22%,9.84,70.94,3.22,801615.0,622704.0,+28.73%,359859.0,315933.0,+13.90%,335442.0,299317.0,+12.07%,9.84,11.71,-15.95%,216.97,214.84,+0.99%,7871053.0,7830268.0,+0.52%,474370.0,506359.0,-6.32%,3409065.0,3409065.0,0.00%,3987618.0,3914844.0,+1.86%,0.0454,0.0641
BUNGAL,Bungal Hydro Limited,Hydro Power,529.90,4.40 Ar,+0.26%,+1.90%,-10.93%,-40.33%,+59.32%,+59.32%,-3.84,-138.0,6.51,282478.45,236641.65,+19.37%,258035.75,225724.45,+14.31%,-31869.77,-4890.0,+551.73%,-3.84,-0.79,+388.80%,81.42,84.68,-3.85%,2975146.25,2994993.73,-0.66%,2299363.58,2292174.78,+0.31%,830000.0,830000.0,0.00%,-154217.33,-127181.06,+21.26%,-0.0472,3.4025
C30MF,Citizens Super 30 Mutual Fund,Mutual Fund,10.00,75.07 Cr,+1.42%,+2.46%,0.00%,-2.34%,+10.13%,+25.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,960.00,30.87 Ar,+0.32%,+1.90%,+2.56%,+5.21%,+18.15%,+16.61%,35.91,26.73,3.82,6717349.51,4910866.13,+36.79%,3008419.12,2203023.14,+36.56%,1298965.54,906476.53,+43.30%,35.91,33.41,+7.47%,251.06,241.93,+3.77%,57662220.7,57174457.85,+0.85%,48580869.96,48423333.1,+0.33%,3617264.1,3617264.1,0.00%,5464086.64,5133860.65,+6.43%,0.143,5.3495
CFCL,Central Finance,Finance,580.00,5.50 Ar,+1.75%,-0.80%,-2.52%,-7.23%,+24.20%,+13.56%,13.44,43.15,4.75,639321.28,481029.84,+32.91%,219534.62,164584.16,+33.39%,127549.16,36938.26,+245.30%,13.44,5.19,+158.98%,122.15,114.62,+6.56%,9938698.52,9947036.36,-0.08%,8779690.09,8859417.86,-0.90%,948875.46,948875.46,0.00%,210132.98,138743.04,+51.45%,0.11,7.5752
CGH,Chandragiri Hills Limited,Hotels,794.00,12.18 Ar,+0.23%,+3.51%,+2.72%,+1.28%,-6.09%,-39.13%,5.12,155.05,7.5,806210.44,482935.97,+66.94%,377705.36,206591.78,+82.83%,82489.86,-9348.49,-982.39%,5.12,-0.77,-761.81%,105.9,100.2,+5.69%,4128613.36,3973672.1,+3.90%,2422779.49,2359712.57,+2.67%,1610795.55,1610795.55,0.00%,95038.33,3163.98,"+2,903.76%",0.0483,1.4203
CHCL,Chilime Hydropower,Hydro Power,369.70,32.47 Ar,+2.98%,+5.00%,-22.98%,-23.62%,-13.27%,+2.48%,7.59,48.7,2.98,1167632.06,823664.77,+41.76%,912434.69,669997.57,+36.18%,720059.19,456995.1,+57.56%,7.59,6.42,+18.17%,123.9,121.0,+2.40%,12186987.59,11918749.91,+2.25%,434753.42,441487.85,-1.53%,9484988.68,9484988.68,0.00%,2267245.51,1992273.37,+13.80%,0.0613,0.037
CHDC,CEDB Holdings Limited,Organized Fund,"2,387.00",24.69 Ar,+0.84%,+6.85%,+8.70%,+8.01%,+6.33%,+206.58%,61.12,39.05,8.88,650675.33,487109.4,+33.58%,646450.52,485493.27,+33.15%,632116.08,473558.98,+33.48%,61.12,61.05,+0.11%,268.77,257.36,+4.43%,2837755.72,2737370.7,+3.67%,58018.71,75660.01,-23.32%,1034237.06,1034237.06,0.00%,1745499.95,1627473.63,+7.25%,0.2274,0.0209
CHL,Chhyangdi Hydropower Ltd.,Hydro Power,268.00,2.07 Ar,-0.63%,+4.28%,+1.94%,-4.29%,+17.03%,-1.72%,1.72,155.75,3.18,176038.94,139439.13,+26.25%,137044.31,113211.18,+21.05%,13317.65,18885.66,-29.48%,1.72,3.25,-47.11%,84.29,85.09,-0.94%,1323949.36,1339147.05,-1.13%,671561.09,680579.26,-1.33%,773955.0,773955.0,0.00%,-121566.73,-115387.21,+5.36%,0.0204,1.0294
CIT,Citizen Investment Trust,Organized Fund,"1,739.00",112.72 Ar,+0.23%,+2.27%,+2.11%,+0.51%,+3.84%,+6.71%,19.84,87.65,6.06,2250080.0,1640775.0,+37.14%,2166548.0,1576186.0,+37.46%,1350310.0,986058.0,+36.94%,19.84,19.32,+2.71%,286.85,286.31,+0.19%,370279496.0,330588135.0,+12.01%,350757367.0,311102142.0,+12.75%,6805798.0,6805798.0,0.00%,12716331.0,12680193.0,+0.28%,0.0692,17.9672
CITY,City Hotel Limited,Hotels,355.10,5.94 Ar,+2.04%,+3.83%,-0.87%,-14.02%,-38.21%,+216.11%,-5.74,-61.82,3.69,531381.19,376023.98,+41.32%,120738.6,82570.44,+46.22%,-173090.73,-138746.75,+24.75%,-5.74,-6.14,-6.44%,96.13,97.28,-1.18%,5611543.89,5638745.48,-0.48%,2714975.51,2707528.39,+0.28%,3013200.0,3013200.0,0.00%,-116631.61,-81982.91,+42.26%,-0.0597,0.9373
CKHL,Chirkhwa Hydropower Limited,Hydro Power,596.00,2.38 Ar,-0.17%,+1.36%,-0.50%,-7.17%,-2.45%,+80.61%,13.25,44.98,5.95,131416.52,101166.26,+29.90%,112794.7,86984.79,+29.67%,53005.44,12903.52,+310.78%,13.25,4.3,+208.09%,100.19,90.17,+11.12%,1186204.23,1165152.16,+1.81%,785425.24,804475.1,-2.37%,400000.0,400000.0,0.00%,778.99,-39322.94,-101.98%,0.1322,1.9597
CLI,Citizen Life Insurance Company Limited,Life Insurance,439.90,22.00 Ar,+1.59%,+6.00%,+0.25%,-2.89%,+10.89%,+33.56%,7.82,56.28,4.0,11185011.27,7569078.66,+47.77%,1350882.95,1085164.22,+24.49%,390804.42,360044.1,+8.54%,7.82,9.6,-18.59%,131.6,131.17,+0.33%,34411807.9,31791080.61,+8.24%,27831687.74,25232775.29,+10.30%,5000000.0,5000000.0,0.00%,498340.49,470963.81,+5.81%,0.0594,4.2297
CORBL,Corporate Development Bank,Development Bank,824.00,4.33 Ar,-1.19%,+0.86%,-19.18%,-52.51%,-53.29%,+111.81%,9.54,86.34,5.9,206681.62,165458.11,+24.91%,73715.39,67729.64,+8.84%,50103.86,48263.02,+3.81%,9.54,12.26,-22.14%,139.73,139.27,+0.33%,3336160.32,3171872.35,+5.18%,2602553.41,2440709.93,+6.63%,525000.0,525000.0,0.00%,208606.91,206162.42,+1.19%,0.0683,3.5476
CREST,Crest Micro Life Insurance Limited,Life Insurance,"1,105.00",8.29 Ar,+0.45%,+2.79%,-4.73%,-12.29%,+9.92%,+232.13%,0.34,3280.34,11.47,487568.59,364247.85,+33.86%,154635.21,140768.42,+9.85%,2526.42,12102.54,-79.12%,0.34,2.15,-84.34%,105.09,111.17,-5.47%,1224711.83,1213688.85,+0.91%,436547.39,379923.62,+14.90%,750000.0,750000.0,0.00%,-27185.04,45630.77,-159.58%,0.0032,0.5539
CSY,Citizens Santulit Yojana,Mutual Fund,8.55,1.07 Ar,+0.47%,+1.42%,-2.29%,-7.57%,-8.26%,-8.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,490.00",3.97 Ar,+2.19%,-1.52%,0.00%,+4.56%,-2.93%,+407.12%,110.66,13.47,4.16,869494.13,612195.4,+42.03%,455163.79,302010.29,+50.71%,294812.21,53430.92,+451.76%,110.66,26.74,+313.82%,357.75,269.54,+32.73%,7266015.04,7381634.53,-1.57%,6312882.64,6663519.02,-5.26%,266424.39,266424.39,0.00%,686707.99,451691.12,+52.03%,0.3093,6.6233
CZBIL,Citizen Bank International,Commercial Banks,212.90,31.44 Ar,+2.45%,+6.45%,+6.66%,+7.53%,+13.62%,-25.36%,13.53,15.73,1.33,15011949.88,11273333.93,+33.16%,6293653.95,4678859.98,+34.51%,2098603.03,1306461.35,+60.63%,13.53,11.23,+20.47%,160.51,155.99,+2.90%,268685134.6,248586906.4,+8.08%,243793487.8,224397126.6,+8.64%,15507463.61,15507463.61,0.00%,9384183.24,8682316.22,+8.08%,0.0843,9.7942
DDBL,Deprosc Laghubitta,Microcredit,864.00,16.14 Ar,+1.29%,+3.15%,+2.73%,+3.47%,+17.71%,-6.37%,48.15,17.95,3.81,3687342.44,2700875.2,+36.52%,2185676.22,1584308.54,+37.96%,989443.9,680132.17,+45.48%,48.15,44.13,+9.11%,226.87,212.26,+6.88%,29736626.33,28943198.11,+2.74%,25074267.69,24580959.4,+2.01%,2055114.27,2055114.27,0.00%,2607244.38,2307124.45,+13.01%,0.2122,5.378
DHEL,Daramkhola Hydro Energy Limited,Hydro Power,571.00,5.88 Ar,+1.06%,+2.70%,-4.03%,-8.20%,+29.07%,+29.07%,-9.88,-57.79,4.83,113974.06,86269.35,+32.11%,66336.63,81428.96,-18.53%,-101817.07,-33484.77,+204.07%,-9.88,-4.33,+128.05%,118.14,128.02,-7.72%,2885239.29,3042563.26,-5.17%,1667826.07,1723332.98,-3.22%,1030500.0,1030500.0,0.00%,186913.22,288730.29,-35.26%,-0.0836,1.37
DHPL,Dibyashwori Hydropower Ltd.,Hydro Power,279.50,73.79 Cr,+0.22%,+2.01%,-1.24%,-6.80%,+2.57%,-15.30%,5.51,50.7,33.35,104418.84,73575.81,+41.92%,99202.4,69700.98,+42.33%,14555.04,5784.5,+151.62%,5.51,2.92,+88.72%,8.38,5.06,+65.68%,754291.21,749320.27,+0.66%,732166.99,735966.6,-0.52%,264000.0,264000.0,0.00%,-241875.78,-250646.33,-3.50%,0.6575,33.0935
DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,Microcredit,"1,184.00",1.58 Ar,-5.13%,+20.45%,+5.24%,-5.74%,-15.95%,+558.88%,15.72,75.32,7.86,295205.86,218679.35,+34.99%,151279.58,109749.18,+37.84%,20923.49,18255.5,+14.61%,15.72,18.29,-14.04%,150.57,148.7,+1.26%,2459132.93,2499598.51,-1.62%,2258719.24,2301681.01,-1.87%,133100.0,133100.0,0.00%,67313.68,64817.5,+3.85%,0.1044,11.2703
DOLTI,Dolti Power Company Limited,Hydro Power,309.00,1.66 Ar,+0.98%,+0.98%,-1.28%,-14.88%,-40.85%,+7.63%,0.87,356.38,5.16,102334.15,78041.7,+31.13%,96163.69,67725.5,+41.99%,4768.64,3337.32,+42.89%,0.87,0.83,+4.54%,59.87,58.54,+2.28%,1054550.84,1021663.34,+3.22%,725250.65,707595.73,+2.50%,549986.0,536486.0,+2.52%,-220685.82,-222418.39,-0.78%,0.0145,2.2024
DORDI,Dordi Khola Jal Bidyut Company Limited,Hydro Power,262.89,5.54 Ar,+0.42%,+5.58%,+6.39%,-1.35%,+21.15%,+26.70%,1.42,184.94,2.47,274553.1,205865.31,+33.37%,231428.81,176534.7,+31.10%,29972.81,13121.91,+128.42%,1.42,0.83,+71.31%,106.3,105.5,+0.76%,4284849.38,3732157.23,+14.81%,2043529.13,1507687.87,+35.54%,2108520.8,2108520.8,0.00%,132799.46,115948.56,+14.53%,0.0134,0.9118
EBL,Everest Bank,Commercial Banks,701.00,90.74 Ar,+1.45%,+3.65%,+2.35%,+7.27%,+20.16%,+75.40%,36.95,18.97,2.73,20102585.0,15016560.0,+33.87%,9190459.0,6833470.0,+34.49%,5069936.0,3329316.0,+52.28%,36.95,32.35,+14.21%,256.47,244.27,+5.00%,383758236.0,378693500.0,+1.34%,348566353.0,345176279.0,+0.98%,13721376.0,13721376.0,0.00%,21470507.0,19795848.0,+8.46%,0.1441,9.9047
EBLD86,8.5% Everest Bank Limited Debenture 2086,Bond,"1,091.00",93.48 Cr,+2.96%,-5.46%,+1.96%,-0.82%,+0.46%,+15.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,Everest Colour Limited,Manufacturing And Processing,"1,353.00",4.06 Ar,-0.15%,+0.75%,-7.96%,+317.72%,+317.72%,+317.72%,7.38,183.42,11.6,173049.77,0.0,0.00%,91665.34,0.0,0.00%,22130.08,0.0,0.00%,7.38,0.0,0.00%,116.63,0.0,0.00%,414972.79,0.0,0.00%,65072.26,0.0,0.00%,300000.0,0.0,0.00%,49900.53,0.0,0.00%,0.0633,0.186
EDBL,Excel Development Bank,Development Bank,583.90,7.30 Ar,+0.74%,+3.00%,+0.14%,+0.86%,-0.70%,-7.60%,24.76,23.58,3.28,1213900.1,850279.46,+42.76%,648818.33,415551.76,+56.13%,309400.75,155717.28,+98.69%,24.76,16.61,+49.02%,177.85,184.0,-3.34%,21329580.33,20206851.22,+5.56%,19106959.95,17907363.19,+6.70%,1249694.47,1249694.47,0.00%,972925.91,1049793.56,-7.32%,0.1392,8.5966
EHPL,Eastern Hydropower Limited,Hydro Power,335.00,2.08 Ar,+0.78%,+6.01%,+0.03%,-14.71%,-36.86%,+40.99%,3.39,98.75,4.39,146820.58,118457.97,+23.94%,126404.28,107884.4,+17.17%,21033.37,29857.25,-29.55%,3.39,6.42,-47.17%,76.3,77.73,-1.83%,1079472.12,1095460.23,-1.46%,606389.17,613553.42,-1.17%,620000.0,620000.0,0.00%,-146917.06,-138093.18,+6.39%,0.0444,1.2818
